S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
1764,413,795,237,319,48439113612,48,439,113612
1574,315,715,207,337,48439113613,48,439,113613
2210,560,764,435,451,48439113618,48,439,113618
2082,631,652,209,590,48439113619,48,439,113619
2597,379,1196,497,525,48439113622,48,439,113622
1328,348,575,204,201,48439113623,48,439,113623
1613,316,477,368,452,48439113624,48,439,113624
1215,199,625,179,212,48439113625,48,439,113625
1449,241,709,234,265,48439113626,48,439,113626
2940,1260,898,397,385,48439113627,48,439,113627
2260,730,714,556,260,48439113628,48,439,113628
2013,762,755,225,271,48439113629,48,439,113629
1689,632,468,336,253,48439113630,48,439,113630
2855,996,791,486,582,48439113631,48,439,113631
1752,133,780,385,454,48439113632,48,439,113632
1542,280,541,231,490,48439113633,48,439,113633
1937,230,808,416,483,48439113634,48,439,113634
5195,1902,1822,526,945,48439113703,48,439,113703
2616,849,831,365,571,48439113705,48,439,113705
1946,311,842,365,428,48439113707,48,439,113707
1925,362,680,349,534,48439113709,48,439,113709
1647,357,549,446,295,48439113710,48,439,113710
1728,446,793,226,263,48439113711,48,439,113711
1869,357,510,404,598,48439113803,48,439,113803
2222,225,853,467,677,48439113808,48,439,113808
1645,321,525,277,522,48439113809,48,439,113809
1464,257,456,363,388,48439113810,48,439,113810
1646,667,385,220,374,48439113811,48,439,113811
1836,174,563,471,628,48439113812,48,439,113812
1719,103,730,377,509,48439113813,48,439,113813
1439,63,651,281,444,48439113814,48,439,113814
1882,78,655,404,745,48439113815,48,439,113815
1725,117,757,255,596,48439113816,48,439,113816
2035,167,704,255,909,48439113906,48,439,113906
2544,157,716,547,1124,48439113907,48,439,113907
1691,75,544,329,743,48439113908,48,439,113908
2233,155,860,431,787,48439113909,48,439,113909
3489,402,1157,725,1205,48439113910,48,439,113910
3765,1070,1202,566,927,48439113911,48,439,113911
2215,354,834,401,626,48439113912,48,439,113912
1715,501,487,385,342,48439113916,48,439,113916
2352,299,815,422,816,48439113917,48,439,113917
1999,376,641,478,504,48439113918,48,439,113918
2323,109,863,560,791,48439113919,48,439,113919
1697,89,511,330,767,48439113920,48,439,113920
8328,1171,2600,1426,3131,48439113921,48,439,113921
6207,1039,2247,880,2041,48439113922,48,439,113922
1461,505,364,306,286,48439113923,48,439,113923
1602,222,528,258,594,48439113924,48,439,113924
1283,190,400,272,421,48439113925,48,439,113925
8633,1460,2674,1236,3263,48439113926,48,439,113926
5780,856,1649,1176,2099,48439113927,48,439,113927
3594,598,812,930,1254,48439113928,48,439,113928
2697,124,703,631,1239,48439113929,48,439,113929
2777,329,888,511,1049,48439114003,48,439,114003
3255,535,1255,567,898,48439114005,48,439,114005
2687,595,1020,407,665,48439114006,48,439,114006
5813,959,1472,1010,2372,48439114007,48,439,114007
4766,448,1165,1022,2131,48439114008,48,439,114008
3396,714,1269,706,707,48439114102,48,439,114102
8953,1043,2947,1844,3119,48439114103,48,439,114103
2788,158,863,486,1281,48439114104,48,439,114104
1964,522,662,353,427,48439114203,48,439,114203
2426,517,911,476,522,48439114204,48,439,114204
1205,316,477,148,264,48439114205,48,439,114205
1656,369,579,322,386,48439114206,48,439,114206
2371,584,813,256,718,48439114207,48,439,114207
2898,611,1305,404,578,48439121601,48,439,121601
2255,789,653,368,445,48439121604,48,439,121604
1264,550,291,162,261,48439121605,48,439,121605
1196,200,455,250,291,48439121606,48,439,121606
2060,417,929,316,398,48439121608,48,439,121608
2147,342,867,464,474,48439121609,48,439,121609
965,182,373,155,255,48439121610,48,439,121610
1599,258,466,364,511,48439121611,48,439,121611
1261,579,477,113,92,48439121702,48,439,121702
1886,489,489,370,538,48439121703,48,439,121703
1158,282,312,192,372,48439121704,48,439,121704
1860,334,424,269,833,48439121903,48,439,121903
1417,380,190,197,650,48439121904,48,439,121904
2092,749,580,397,366,48439121905,48,439,121905
1318,301,249,170,598,48439121906,48,439,121906
1132,150,331,164,487,48439122001,48,439,122001
1448,282,457,198,511,48439122002,48,439,122002
1973,400,297,414,862,48439122100,48,439,122100
794,318,197,144,135,48439122200,48,439,122200
1170,459,473,137,101,48439122300,48,439,122300
1930,477,876,294,283,48439122400,48,439,122400
1780,633,612,208,327,48439122500,48,439,122500
1619,427,507,210,475,48439122600,48,439,122600
2166,692,793,264,417,48439122700,48,439,122700
1313,433,294,163,423,48439122801,48,439,122801
1543,304,294,295,650,48439122802,48,439,122802
2233,340,508,302,1083,48439122900,48,439,122900
3031,1171,1252,379,229,48439123000,48,439,123000
994,341,218,20,415,48439123100,48,439,123100
1190,562,408,138,82,48439123200,48,439,123200
2200,1292,771,72,65,48439123300,48,439,123300
879,407,302,73,97,48439123400,48,439,123400
933,194,217,108,414,48439123500,48,439,123500
1235,656,316,138,125,48439123600,48,439,123600
0,0,0,0,0,48439980000,48,439,980000
1870,750,667,215,238,48441010100,48,441,010100
595,167,201,100,127,48441010200,48,441,010200
632,111,140,159,222,48441010300,48,441,010300
789,287,253,58,191,48441010400,48,441,010400
1267,378,351,183,355,48441010500,48,441,010500
1373,240,481,217,435,48441010600,48,441,010600
1245,244,289,180,532,48441010700,48,441,010700
587,278,104,69,136,48441010800,48,441,010800
2609,740,1028,227,614,48441010900,48,441,010900
497,224,129,60,84,48441011000,48,441,011000
1088,360,441,76,211,48441011200,48,441,011200
1422,369,468,346,239,48441011300,48,441,011300
1640,444,594,265,337,48441011400,48,441,011400
1117,263,429,218,207,48441011500,48,441,011500
1010,282,385,118,225,48441011600,48,441,011600
852,322,282,82,166,48441011700,48,441,011700
721,238,262,79,142,48441011900,48,441,011900
789,213,381,30,165,48441012000,48,441,012000
12,0,12,0,0,48441012100,48,441,012100
756,233,226,104,193,48441012200,48,441,012200
1440,386,504,293,257,48441012300,48,441,012300
1022,338,398,137,149,48441012400,48,441,012400
1330,349,454,211,316,48441012500,48,441,012500
1166,260,406,176,324,48441012600,48,441,012600
2927,713,1352,298,564,48441012700,48,441,012700
1947,1006,574,166,201,48441012801,48,441,012801
1722,593,864,93,172,48441012802,48,441,012802
687,43,130,133,381,48441012900,48,441,012900
61,13,0,8,40,48441013000,48,441,013000
2122,346,758,521,497,48441013100,48,441,013100
685,165,269,67,184,48441013200,48,441,013200
1289,358,327,275,329,48441013300,48,441,013300
1556,283,699,308,266,48441013401,48,441,013401
2873,667,1030,380,796,48441013402,48,441,013402
3482,425,1229,720,1108,48441013404,48,441,013404
2836,460,1296,322,758,48441013500,48,441,013500
1852,601,573,247,431,48441013600,48,441,013600
0,0,0,0,0,48441980000,48,441,980000
418,156,191,15,56,48443950100,48,443,950100
739,124,280,93,242,48445950100,48,445,950100
698,172,178,108,240,48445950300,48,445,950300
2624,747,876,346,655,48445950400,48,445,950400
668,230,264,90,84,48447950300,48,447,950300
857,196,379,154,128,48449950100,48,449,950100
1006,194,402,130,280,48449950200,48,449,950200
2963,346,1137,481,999,48449950300,48,449,950300
1932,381,661,412,478,48449950400,48,449,950400
768,152,125,131,360,48449950500,48,449,950500
1341,299,271,274,497,48449950600,48,449,950600
434,103,108,40,183,48449950700,48,449,950700
1592,446,416,281,449,48449950800,48,449,950800
978,413,326,132,107,48451000100,48,451,000100
1523,439,566,163,355,48451000200,48,451,000200
2026,551,520,317,638,48451000300,48,451,000300
1989,625,630,340,394,48451000400,48,451,000400
1597,531,506,265,295,48451000700,48,451,000700
1634,360,550,231,493,48451000801,48,451,000801
1626,440,557,242,387,48451000802,48,451,000802
980,472,262,156,90,48451000900,48,451,000900
2048,574,746,365,363,48451001000,48,451,001000
2401,594,866,438,503,48451001101,48,451,001101
1880,528,546,399,407,48451001102,48,451,001102
2754,636,916,578,624,48451001200,48,451,001200
2395,914,849,350,282,48451001301,48,451,001301
1904,703,565,402,234,48451001303,48,451,001303
1413,634,490,159,130,48451001304,48,451,001304
2427,734,857,494,342,48451001400,48,451,001400
86,18,40,13,15,48451001500,48,451,001500
1661,277,674,253,457,48451001600,48,451,001600
1068,317,432,117,202,48451001702,48,451,001702
3335,677,1527,378,753,48451001704,48,451,001704
1571,470,587,296,218,48451001706,48,451,001706
2594,1023,1027,150,394,48451001707,48,451,001707
2608,598,1083,347,580,48451001708,48,451,001708
816,349,204,163,100,48451001800,48,451,001800
0,0,0,0,0,48451980000,48,451,980000
2117,965,608,247,297,48453000101,48,453,000101
1132,373,390,166,203,48453000102,48,453,000102
884,408,392,43,41,48453000203,48,453,000203
1503,718,435,131,219,48453000204,48,453,000204
2349,1250,861,167,71,48453000205,48,453,000205
1665,719,564,226,156,48453000206,48,453,000206
2674,1286,954,315,119,48453000302,48,453,000302
1430,507,633,192,98,48453000304,48,453,000304
1916,834,585,277,220,48453000305,48,453,000305
2805,1121,887,416,381,48453000306,48,453,000306
816,262,342,114,98,48453000307,48,453,000307
1884,785,716,244,139,48453000401,48,453,000401
1640,712,635,144,149,48453000402,48,453,000402
2061,969,637,248,207,48453000500,48,453,000500
297,92,98,53,54,48453000601,48,453,000601
2440,713,951,292,484,48453000603,48,453,000603
1827,789,505,202,331,48453000604,48,453,000604
729,414,207,59,49,48453000700,48,453,000700
648,248,151,127,122,48453000801,48,453,000801
1315,433,330,188,364,48453000802,48,453,000802
1107,302,507,139,159,48453000803,48,453,000803
1025,379,330,112,204,48453000804,48,453,000804
1079,474,420,62,123,48453000901,48,453,000901
2746,1182,1019,350,195,48453000902,48,453,000902
1501,636,425,273,167,48453001000,48,453,001000
4592,2668,1824,77,23,48453001100,48,453,001100
3529,1902,1363,149,115,48453001200,48,453,001200
3026,1647,998,289,92,48453001303,48,453,001303
2211,839,837,342,193,48453001304,48,453,001304
2970,1444,1040,317,169,48453001305,48,453,001305
1915,953,670,129,163,48453001307,48,453,001307
1666,793,705,98,70,48453001308,48,453,001308
1689,834,601,186,68,48453001401,48,453,001401
1315,551,540,101,123,48453001402,48,453,001402
804,355,254,100,95,48453001403,48,453,001403
2317,677,823,385,432,48453001501,48,453,001501
1974,804,642,311,217,48453001503,48,453,001503
2884,1085,963,392,444,48453001504,48,453,001504
2371,959,822,371,219,48453001505,48,453,001505
1681,711,641,186,143,48453001602,48,453,001602
1847,385,654,259,549,48453001603,48,453,001603
1655,487,654,102,412,48453001604,48,453,001604
1898,843,544,273,238,48453001605,48,453,001605
0,0,0,0,0,48453001606,48,453,001606
2254,868,765,258,363,48453001705,48,453,001705
1985,928,627,155,275,48453001706,48,453,001706
2518,1213,665,211,429,48453001707,48,453,001707
1920,648,701,246,325,48453001712,48,453,001712
2012,614,864,362,172,48453001713,48,453,001713
6077,1855,1892,879,1451,48453001714,48,453,001714
3099,880,1297,413,509,48453001716,48,453,001716
2907,1018,1173,332,384,48453001718,48,453,001718
1627,297,719,269,342,48453001719,48,453,001719
2318,1303,730,157,128,48453001722,48,453,001722
3074,908,1106,620,440,48453001728,48,453,001728
2246,730,938,255,323,48453001729,48,453,001729
1412,206,497,225,484,48453001733,48,453,001733
4257,1355,1005,702,1195,48453001737,48,453,001737
2805,690,1069,594,452,48453001738,48,453,001738
2021,541,752,368,360,48453001740,48,453,001740
1268,319,653,87,209,48453001741,48,453,001741
2439,817,535,341,746,48453001742,48,453,001742
969,264,388,169,148,48453001745,48,453,001745
2026,758,730,246,292,48453001746,48,453,001746
2204,501,651,493,559,48453001747,48,453,001747
2523,764,908,350,501,48453001748,48,453,001748
2974,1043,885,607,439,48453001749,48,453,001749
2632,1417,814,229,172,48453001750,48,453,001750
972,310,368,92,202,48453001751,48,453,001751
2171,1050,843,178,100,48453001752,48,453,001752
830,491,276,55,8,48453001753,48,453,001753
2310,958,764,227,361,48453001754,48,453,001754
2135,221,761,419,734,48453001755,48,453,001755
1746,410,638,381,317,48453001756,48,453,001756
1048,349,430,123,146,48453001757,48,453,001757
6038,1357,1198,969,2514,48453001760,48,453,001760
3117,785,988,547,797,48453001761,48,453,001761
2917,322,1452,401,742,48453001764,48,453,001764
5248,668,2076,680,1824,48453001765,48,453,001765
3648,539,1439,518,1152,48453001766,48,453,001766
3835,554,1249,701,1331,48453001768,48,453,001768
2627,520,1066,513,528,48453001769,48,453,001769
4155,384,1101,971,1699,48453001770,48,453,001770
1838,379,786,413,260,48453001771,48,453,001771
1609,408,437,265,499,48453001772,48,453,001772
3391,679,1495,454,763,48453001773,48,453,001773
2855,433,993,575,854,48453001774,48,453,001774
2608,348,669,522,1069,48453001775,48,453,001775
1188,324,414,250,200,48453001776,48,453,001776
2374,683,738,496,457,48453001777,48,453,001777
1779,332,914,279,254,48453001778,48,453,001778
2538,584,1036,451,467,48453001779,48,453,001779
1888,425,919,203,341,48453001780,48,453,001780
963,145,405,141,272,48453001781,48,453,001781
1823,240,668,329,586,48453001782,48,453,001782
1832,296,723,212,601,48453001783,48,453,001783
2100,391,632,388,689,48453001784,48,453,001784
2598,1005,815,504,274,48453001785,48,453,001785
2752,1156,698,482,416,48453001786,48,453,001786
2741,1144,729,452,416,48453001804,48,453,001804
1796,707,426,262,401,48453001805,48,453,001805
2407,752,645,383,627,48453001806,48,453,001806
1314,461,404,249,200,48453001811,48,453,001811
3014,1227,878,200,709,48453001812,48,453,001812
2371,566,578,441,786,48453001813,48,453,001813
2280,1161,778,192,149,48453001817,48,453,001817
2134,307,703,454,670,48453001818,48,453,001818
1447,363,386,202,496,48453001819,48,453,001819
2956,1160,772,435,589,48453001820,48,453,001820
2029,592,679,271,487,48453001821,48,453,001821
2490,718,700,527,545,48453001822,48,453,001822
2332,547,573,495,717,48453001823,48,453,001823
891,228,448,97,118,48453001824,48,453,001824
1345,571,449,205,120,48453001826,48,453,001826
1677,324,724,324,305,48453001828,48,453,001828
1415,813,329,184,89,48453001829,48,453,001829
1246,336,551,236,123,48453001832,48,453,001832
2666,609,585,417,1055,48453001833,48,453,001833
4463,1297,1644,710,812,48453001834,48,453,001834
2435,700,737,472,526,48453001835,48,453,001835
3799,1174,1269,461,895,48453001839,48,453,001839
3961,898,1396,710,957,48453001840,48,453,001840
5393,953,1891,847,1702,48453001841,48,453,001841
3893,719,795,663,1716,48453001842,48,453,001842
1009,261,422,120,206,48453001843,48,453,001843
1689,650,528,252,259,48453001844,48,453,001844
1516,634,499,196,187,48453001845,48,453,001845
1038,199,512,147,180,48453001846,48,453,001846
3078,1152,1045,349,532,48453001847,48,453,001847
2177,731,701,326,419,48453001848,48,453,001848
4931,2679,1759,270,223,48453001849,48,453,001849
1933,1066,570,98,199,48453001850,48,453,001850
4292,1633,1335,627,697,48453001851,48,453,001851
1305,361,471,235,238,48453001853,48,453,001853
2537,385,631,366,1155,48453001854,48,453,001854
6688,1293,2044,1284,2067,48453001855,48,453,001855
2775,430,756,532,1057,48453001856,48,453,001856
2532,808,857,381,486,48453001857,48,453,001857
7662,1041,2342,1050,3229,48453001858,48,453,001858
1259,302,362,190,405,48453001859,48,453,001859
1582,470,432,231,449,48453001860,48,453,001860
1618,361,563,275,419,48453001861,48,453,001861
2238,523,744,424,547,48453001862,48,453,001862
1882,1006,437,224,215,48453001863,48,453,001863
1581,982,373,113,113,48453001864,48,453,001864
2975,1340,886,440,309,48453001901,48,453,001901
3603,1069,1243,400,891,48453001908,48,453,001908
1820,455,602,337,426,48453001910,48,453,001910
1719,950,552,140,77,48453001911,48,453,001911
1540,361,565,251,363,48453001912,48,453,001912
1661,196,528,322,615,48453001913,48,453,001913
2855,840,1096,444,475,48453001914,48,453,001914
1093,569,309,145,70,48453001915,48,453,001915
916,50,242,222,402,48453001916,48,453,001916
1758,197,578,318,665,48453001917,48,453,001917
1004,194,447,149,214,48453001918,48,453,001918
1337,215,447,223,452,48453001919,48,453,001919
1412,353,638,239,182,48453002002,48,453,002002
1538,505,442,204,387,48453002003,48,453,002003
1864,1229,562,54,19,48453002004,48,453,002004
2756,1184,1027,309,236,48453002005,48,453,002005
1218,322,423,236,237,48453002104,48,453,002104
2099,727,729,335,308,48453002105,48,453,002105
1157,230,433,232,262,48453002106,48,453,002106
1594,410,534,241,409,48453002107,48,453,002107
1496,563,310,334,289,48453002108,48,453,002108
1611,591,498,211,311,48453002109,48,453,002109
1366,306,494,291,275,48453002110,48,453,002110
2024,452,790,346,436,48453002111,48,453,002111
1891,612,464,303,512,48453002112,48,453,002112
1408,278,715,190,225,48453002113,48,453,002113
664,114,240,84,226,48453002201,48,453,002201
2615,366,571,393,1285,48453002202,48,453,002202
2981,550,788,593,1050,48453002207,48,453,002207
1960,281,463,359,857,48453002208,48,453,002208
3136,545,649,578,1364,48453002209,48,453,002209
1346,159,383,172,632,48453002210,48,453,002210
