S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
893,129,378,180,206,48201451902,48,201,451902
3672,1289,1279,531,573,48201452000,48,201,452000
4972,1754,1816,911,491,48201452100,48,201,452100
2906,1542,859,237,268,48201452201,48,201,452201
1725,794,542,136,253,48201452202,48,201,452202
738,161,196,166,215,48201452300,48,201,452300
2496,433,593,779,691,48201452400,48,201,452400
2412,449,556,645,762,48201452500,48,201,452500
2649,381,653,448,1167,48201452600,48,201,452600
3846,847,658,979,1362,48201452700,48,201,452700
1900,361,622,328,589,48201452801,48,201,452801
1874,227,504,226,917,48201452802,48,201,452802
1103,99,177,136,691,48201452900,48,201,452900
2166,242,380,429,1115,48201453000,48,201,453000
1491,444,415,242,390,48201453100,48,201,453100
2781,653,485,744,899,48201453200,48,201,453200
1248,445,310,124,369,48201453300,48,201,453300
1018,207,272,173,366,48201453401,48,201,453401
2713,732,761,462,758,48201453402,48,201,453402
1684,493,510,180,501,48201453403,48,201,453403
2124,425,550,514,635,48201453501,48,201,453501
1088,211,209,200,468,48201453502,48,201,453502
671,79,199,75,318,48201453601,48,201,453601
2499,516,614,414,955,48201453602,48,201,453602
2663,541,679,414,1029,48201453700,48,201,453700
1096,139,223,244,490,48201453800,48,201,453800
3100,446,799,631,1224,48201453900,48,201,453900
1523,244,361,369,549,48201454000,48,201,454000
1118,161,270,241,446,48201454100,48,201,454100
1173,192,297,249,435,48201454200,48,201,454200
4344,1382,1116,666,1180,48201454301,48,201,454301
2283,570,676,412,625,48201454302,48,201,454302
461,179,100,50,132,48201454400,48,201,454400
3182,320,1180,500,1182,48201454501,48,201,454501
805,76,230,219,280,48201454502,48,201,454502
2204,810,670,343,381,48201454600,48,201,454600
2341,187,889,660,605,48201454700,48,201,454700
3083,695,1008,523,857,48201454800,48,201,454800
3715,426,1026,832,1431,48201454900,48,201,454900
977,191,329,160,297,48201455000,48,201,455000
2420,566,697,459,698,48201455101,48,201,455101
1021,150,348,270,253,48201455102,48,201,455102
1488,287,471,305,425,48201455200,48,201,455200
4534,1601,1554,433,946,48201455300,48,201,455300
1185,449,527,137,72,48201510100,48,201,510100
3406,1507,1275,407,217,48201510200,48,201,510200
2430,1095,675,303,357,48201510300,48,201,510300
2003,1056,467,239,241,48201510400,48,201,510400
1898,730,795,221,152,48201510500,48,201,510500
3606,1527,1446,377,256,48201510600,48,201,510600
2681,1196,1014,396,75,48201510700,48,201,510700
4266,1666,1685,710,205,48201510800,48,201,510800
3593,1212,1536,519,326,48201510900,48,201,510900
1366,532,369,223,242,48201511001,48,201,511001
2225,1034,618,397,176,48201511002,48,201,511002
1638,581,741,180,136,48201511100,48,201,511100
2734,936,1095,304,399,48201511200,48,201,511200
1905,594,824,287,200,48201511301,48,201,511301
1878,873,569,212,224,48201511302,48,201,511302
1468,545,561,240,122,48201511400,48,201,511400
3408,1085,1349,426,548,48201511500,48,201,511500
1496,550,506,222,218,48201511600,48,201,511600
896,306,342,89,159,48201520100,48,201,520100
1400,495,385,267,253,48201520200,48,201,520200
1900,519,743,201,437,48201520300,48,201,520300
1153,426,268,221,238,48201520400,48,201,520400
2685,418,759,320,1188,48201520500,48,201,520500
807,174,163,178,292,48201520601,48,201,520601
1909,465,468,339,637,48201520602,48,201,520602
1374,186,408,324,456,48201520700,48,201,520700
770,114,152,229,275,48201521000,48,201,521000
656,108,126,154,268,48201521100,48,201,521100
2117,726,512,311,568,48201521200,48,201,521200
1926,486,587,289,564,48201521300,48,201,521300
2118,363,342,474,939,48201521400,48,201,521400
1857,477,511,333,536,48201521500,48,201,521500
996,210,161,205,420,48201521600,48,201,521600
2997,1268,751,405,573,48201521700,48,201,521700
1858,371,579,352,556,48201521800,48,201,521800
2355,635,917,422,381,48201521900,48,201,521900
1848,729,464,178,477,48201522000,48,201,522000
2693,639,951,474,629,48201522100,48,201,522100
1263,239,397,224,403,48201522201,48,201,522201
1278,260,328,206,484,48201522202,48,201,522202
1560,456,566,192,346,48201522301,48,201,522301
1381,384,315,376,306,48201522302,48,201,522302
2089,606,780,208,495,48201522401,48,201,522401
1292,223,373,230,466,48201522402,48,201,522402
1745,225,586,349,585,48201522500,48,201,522500
2393,882,484,461,566,48201530100,48,201,530100
1590,498,617,264,211,48201530200,48,201,530200
947,397,234,136,180,48201530300,48,201,530300
974,359,135,192,288,48201530400,48,201,530400
1733,496,452,235,550,48201530500,48,201,530500
1223,486,290,82,365,48201530600,48,201,530600
2029,554,594,297,584,48201530700,48,201,530700
1575,526,515,182,352,48201530800,48,201,530800
1498,375,509,156,458,48201530900,48,201,530900
1551,360,633,196,362,48201531000,48,201,531000
1302,344,445,191,322,48201531100,48,201,531100
1445,418,569,259,199,48201531200,48,201,531200
2383,875,561,369,578,48201531300,48,201,531300
963,330,404,95,134,48201531400,48,201,531400
1240,385,464,191,200,48201531500,48,201,531500
1203,276,439,139,349,48201531600,48,201,531600
1292,245,502,252,293,48201531700,48,201,531700
927,307,331,89,200,48201531800,48,201,531800
1511,420,318,260,513,48201531900,48,201,531900
2760,1149,537,464,610,48201532001,48,201,532001
414,118,132,73,91,48201532002,48,201,532002
2707,863,820,349,675,48201532100,48,201,532100
1371,507,288,202,374,48201532200,48,201,532200
3073,1256,817,433,567,48201532300,48,201,532300
2028,501,542,256,729,48201532400,48,201,532400
2841,578,507,632,1124,48201532501,48,201,532501
1532,225,394,250,663,48201532502,48,201,532502
2215,420,635,311,849,48201532600,48,201,532600
1781,624,373,317,467,48201532700,48,201,532700
656,178,222,71,185,48201532800,48,201,532800
1785,447,585,261,492,48201532900,48,201,532900
829,205,205,185,234,48201533000,48,201,533000
2251,501,582,335,833,48201533100,48,201,533100
1451,425,399,291,336,48201533200,48,201,533200
2174,741,565,237,631,48201533300,48,201,533300
3207,483,705,503,1516,48201533400,48,201,533400
1233,231,274,263,465,48201533500,48,201,533500
1907,461,505,478,463,48201533600,48,201,533600
1719,445,314,157,803,48201533701,48,201,533701
947,151,163,126,507,48201533702,48,201,533702
2919,201,583,761,1374,48201533801,48,201,533801
2080,205,370,482,1023,48201533802,48,201,533802
2693,438,669,387,1199,48201533901,48,201,533901
1482,322,229,369,562,48201533902,48,201,533902
964,170,219,167,408,48201534001,48,201,534001
1553,159,316,251,827,48201534002,48,201,534002
689,92,112,166,319,48201534003,48,201,534003
2120,217,535,468,900,48201534100,48,201,534100
904,226,200,95,383,48201534201,48,201,534201
3781,1202,1212,662,705,48201534202,48,201,534202
589,122,78,69,320,48201534203,48,201,534203
3885,618,1614,738,915,48201540100,48,201,540100
925,304,286,92,243,48201540200,48,201,540200
2345,486,674,486,699,48201540501,48,201,540501
1735,388,618,341,388,48201540502,48,201,540502
1408,353,353,339,363,48201540601,48,201,540601
2511,824,480,395,812,48201540602,48,201,540602
2261,288,748,579,646,48201540700,48,201,540700
2350,339,709,590,712,48201540800,48,201,540800
1100,195,551,248,106,48201540901,48,201,540901
3019,987,1129,306,597,48201540902,48,201,540902
3893,951,791,916,1235,48201541001,48,201,541001
2740,360,615,862,903,48201541002,48,201,541002
4411,669,1305,838,1599,48201541003,48,201,541003
2343,414,669,482,778,48201541100,48,201,541100
2984,297,1273,577,837,48201541201,48,201,541201
2862,515,847,662,838,48201541202,48,201,541202
999,101,530,147,221,48201541203,48,201,541203
3834,703,850,653,1628,48201541300,48,201,541300
4815,973,1194,767,1881,48201541400,48,201,541400
1629,221,446,416,546,48201541500,48,201,541500
2106,431,633,467,575,48201541601,48,201,541601
3122,498,795,530,1299,48201541602,48,201,541602
4168,1339,1133,599,1097,48201541700,48,201,541700
2460,616,806,504,534,48201541800,48,201,541800
2468,426,619,465,958,48201541900,48,201,541900
4580,704,1066,1078,1732,48201542000,48,201,542000
7446,1394,1336,1569,3147,48201542101,48,201,542101
4597,506,870,1182,2039,48201542102,48,201,542102
6679,765,1395,1143,3376,48201542200,48,201,542200
4081,581,1064,645,1791,48201542301,48,201,542301
2360,442,538,382,998,48201542302,48,201,542302
3780,799,681,945,1355,48201542400,48,201,542400
1315,423,530,221,141,48201542500,48,201,542500
1762,151,637,357,617,48201542600,48,201,542600
1855,459,529,324,543,48201542700,48,201,542700
2894,205,1048,452,1189,48201542800,48,201,542800
7726,1056,1686,1728,3256,48201542900,48,201,542900
4953,368,1109,1103,2373,48201543001,48,201,543001
8504,1351,2177,1701,3275,48201543002,48,201,543002
5839,910,980,1581,2368,48201543003,48,201,543003
778,146,212,180,240,48201543100,48,201,543100
3293,808,1275,617,593,48201543200,48,201,543200
2034,543,569,419,503,48201550100,48,201,550100
1407,370,341,218,478,48201550200,48,201,550200
3297,1213,963,591,530,48201550301,48,201,550301
5067,1532,1277,1123,1135,48201550302,48,201,550302
5051,1334,1355,599,1763,48201550401,48,201,550401
3549,771,977,622,1179,48201550402,48,201,550402
1924,445,387,391,701,48201550500,48,201,550500
1864,165,618,359,722,48201550601,48,201,550601
851,91,196,176,388,48201550602,48,201,550602
1656,68,453,346,789,48201550603,48,201,550603
1092,169,323,179,421,48201550700,48,201,550700
991,85,239,189,478,48201550800,48,201,550800
2648,300,563,557,1228,48201550900,48,201,550900
893,45,144,280,424,48201551000,48,201,551000
3578,1026,696,608,1248,48201551100,48,201,551100
2678,678,901,518,581,48201551200,48,201,551200
1190,170,309,187,524,48201551300,48,201,551300
1969,550,572,434,413,48201551400,48,201,551400
2775,688,652,762,673,48201551500,48,201,551500
2774,599,807,415,953,48201551600,48,201,551600
3422,1064,966,718,674,48201551701,48,201,551701
1316,139,506,294,377,48201551702,48,201,551702
3177,950,1036,357,834,48201551703,48,201,551703
1710,370,806,182,352,48201551800,48,201,551800
2994,1504,728,259,503,48201551900,48,201,551900
3743,1397,1005,636,705,48201552001,48,201,552001
492,93,192,126,81,48201552002,48,201,552002
1529,305,437,441,346,48201552101,48,201,552101
2179,378,752,629,420,48201552102,48,201,552102
1135,357,385,109,284,48201552103,48,201,552103
2741,728,781,501,731,48201552200,48,201,552200
1562,383,596,237,346,48201552301,48,201,552301
1858,655,540,436,227,48201552302,48,201,552302
2695,624,843,457,771,48201552400,48,201,552400
3646,627,1019,802,1198,48201552500,48,201,552500
2365,472,851,602,440,48201552601,48,201,552601
2946,950,1130,517,349,48201552602,48,201,552602
3773,1603,1084,519,567,48201552700,48,201,552700
4258,1450,1542,639,627,48201552800,48,201,552800
3758,1318,1242,453,745,48201552900,48,201,552900
2141,491,869,381,400,48201553001,48,201,553001
1676,232,653,365,426,48201553002,48,201,553002
2303,488,788,561,466,48201553100,48,201,553100
2684,1086,708,246,644,48201553200,48,201,553200
2576,1140,540,399,497,48201553300,48,201,553300
1462,302,567,224,369,48201553401,48,201,553401
3186,841,932,376,1037,48201553402,48,201,553402
2524,512,520,664,828,48201553403,48,201,553403
2424,503,927,344,650,48201553500,48,201,553500
2737,547,1029,433,728,48201553600,48,201,553600
1467,291,460,387,329,48201553700,48,201,553700
905,70,360,197,278,48201553801,48,201,553801
3506,836,1031,567,1072,48201553802,48,201,553802
2574,297,944,544,789,48201553900,48,201,553900
1328,371,478,144,335,48201554001,48,201,554001
1492,178,671,273,370,48201554002,48,201,554002
413,70,180,68,95,48201554101,48,201,554101
3178,325,1262,644,947,48201554102,48,201,554102
3841,1355,1146,467,873,48201554200,48,201,554200
2549,284,1178,522,565,48201554301,48,201,554301
1545,187,541,353,464,48201554302,48,201,554302
4777,597,1470,1033,1677,48201554401,48,201,554401
4998,695,1501,804,1998,48201554402,48,201,554402
4056,683,839,1013,1521,48201554403,48,201,554403
1982,118,644,508,712,48201554501,48,201,554501
2136,268,786,540,542,48201554502,48,201,554502
1603,255,706,197,445,48201554600,48,201,554600
2875,736,841,543,755,48201554700,48,201,554700
5140,863,1239,971,2067,48201554801,48,201,554801
7277,1111,2430,1286,2450,48201554802,48,201,554802
3227,302,1301,460,1164,48201554901,48,201,554901
3135,446,943,690,1056,48201554902,48,201,554902
4300,479,1479,874,1468,48201554903,48,201,554903
2582,423,680,506,973,48201555000,48,201,555000
3484,563,942,807,1172,48201555100,48,201,555100
3062,573,791,377,1321,48201555200,48,201,555200
864,249,288,142,185,48201555301,48,201,555301
6224,743,1891,1208,2382,48201555302,48,201,555302
4083,761,1206,735,1381,48201555303,48,201,555303
792,204,261,121,206,48201555401,48,201,555401
3206,1246,883,323,754,48201555402,48,201,555402
1577,150,524,419,484,48201555501,48,201,555501
9228,1258,2315,1975,3680,48201555502,48,201,555502
1903,255,778,352,518,48201555600,48,201,555600
2995,313,852,610,1220,48201555701,48,201,555701
4491,478,1420,711,1882,48201555702,48,201,555702
2841,527,753,841,720,48201556000,48,201,556000
4,4,0,0,0,48201980000,48,201,980000
212,53,77,52,30,48201980100,48,201,980100
1687,350,711,171,455,48203020102,48,203,020102
1505,223,647,197,438,48203020103,48,203,020103
1194,230,411,230,323,48203020104,48,203,020104
2601,579,1142,423,457,48203020200,48,203,020200
1740,503,550,308,379,48203020301,48,203,020301
1088,186,438,282,182,48203020302,48,203,020302
1400,496,301,390,213,48203020401,48,203,020401
1548,508,502,263,275,48203020402,48,203,020402
1086,364,289,90,343,48203020501,48,203,020501
1597,417,535,295,350,48203020502,48,203,020502
2170,292,718,508,652,48203020603,48,203,020603
1286,262,484,210,330,48203020604,48,203,020604
2373,319,1080,307,667,48203020605,48,203,020605
2017,372,838,337,470,48203020606,48,203,020606
1678,425,577,219,457,48205950200,48,205,950200
1266,360,534,156,216,48207950300,48,207,950300
880,318,314,82,166,48207950400,48,207,950400
1041,313,532,97,99,48209010100,48,209,010100
717,242,308,100,67,48209010200,48,209,010200
1938,526,729,345,338,48209010302,48,209,010302
3406,998,1155,693,560,48209010303,48,209,010303
3466,1490,1295,323,358,48209010304,48,209,010304
4273,1101,1456,624,1092,48209010400,48,209,010400
2007,651,661,321,374,48209010500,48,209,010500
4711,1234,1902,763,812,48209010600,48,209,010600
3399,1241,1255,449,454,48209010701,48,209,010701
1015,293,351,214,157,48209010702,48,209,010702
1905,567,765,231,342,48209010803,48,209,010803
3693,867,1562,486,778,48209010804,48,209,010804
2934,365,943,473,1153,48209010805,48,209,010805
1603,212,597,264,530,48209010806,48,209,010806
958,196,393,165,204,48209010807,48,209,010807
2177,316,974,459,428,48209010808,48,209,010808
2045,206,885,428,526,48209010809,48,209,010809
3014,492,1227,416,879,48209010901,48,209,010901
6264,940,2170,1188,1966,48209010902,48,209,010902
2815,558,1147,558,552,48209010905,48,209,010905
5297,1092,1390,1194,1621,48209010906,48,209,010906
3780,517,902,553,1808,48209010907,48,209,010907
4749,766,1335,1142,1506,48209010908,48,209,010908
3040,901,747,533,859,48209010909,48,209,010909
3190,623,944,435,1188,48209010910,48,209,010910
1298,225,439,194,440,48211950300,48,211,950300
2651,762,861,546,482,48213950100,48,213,950100
1877,400,636,387,454,48213950200,48,213,950200
3141,798,1301,517,525,48213950300,48,213,950300
1587,219,674,318,376,48213950400,48,213,950400
1001,306,260,159,276,48213950500,48,213,950500
1596,332,737,274,253,48213950601,48,213,950601
2212,705,885,263,359,48213950602,48,213,950602
1662,384,675,250,353,48213950700,48,213,950700
2134,484,1103,168,379,48213950800,48,213,950800
2227,488,977,391,371,48213950901,48,213,950901
946,266,387,125,168,48213950902,48,213,950902
1110,370,522,105,113,48213950903,48,213,950903
806,191,202,178,235,48213951000,48,213,951000
1460,437,571,213,239,48213951100,48,213,951100
1647,296,329,380,642,48213951200,48,213,951200
1995,663,669,247,416,48213951300,48,213,951300
2705,553,1344,478,330,48213951400,48,213,951400
1877,416,391,331,739,48215020101,48,215,020101
2784,377,1153,399,855,48215020102,48,215,020102
2306,396,463,499,948,48215020201,48,215,020201
1899,281,423,335,860,48215020202,48,215,020202
2246,242,506,406,1092,48215020204,48,215,020204
1474,205,296,351,622,48215020205,48,215,020205
3199,486,823,408,1482,48215020301,48,215,020301
3141,476,904,719,1042,48215020302,48,215,020302
2647,310,549,616,1172,48215020402,48,215,020402
1675,393,522,248,512,48215020403,48,215,020403
2368,749,929,314,376,48215020404,48,215,020404
1851,537,487,234,593,48215020501,48,215,020501
3273,581,687,648,1357,48215020503,48,215,020503
2338,371,845,319,803,48215020504,48,215,020504
750,188,230,176,156,48215020600,48,215,020600
3182,320,686,751,1425,48215020701,48,215,020701
2340,405,580,521,834,48215020721,48,215,020721
1630,389,469,350,422,48215020723,48,215,020723
1201,143,345,224,489,48215020724,48,215,020724
1333,258,376,306,393,48215020725,48,215,020725
2315,383,686,391,855,48215020726,48,215,020726
2574,611,1027,367,569,48215020802,48,215,020802
1762,410,605,330,417,48215020803,48,215,020803
1655,476,395,331,453,48215020804,48,215,020804
2188,743,738,396,311,48215020901,48,215,020901
1962,596,513,293,560,48215020903,48,215,020903
2032,719,619,368,326,48215020904,48,215,020904
2200,577,660,465,498,48215021000,48,215,021000
1027,360,303,163,201,48215021100,48,215,021100
1223,328,457,302,136,48215021201,48,215,021201
1894,464,671,373,386,48215021202,48,215,021202
4028,372,740,1029,1887,48215021302,48,215,021302
2357,231,477,505,1144,48215021303,48,215,021303
1739,315,259,416,749,48215021304,48,215,021304
2141,213,416,527,985,48215021305,48,215,021305
1750,321,402,419,608,48215021401,48,215,021401
1623,262,538,222,601,48215021403,48,215,021403
3429,687,1065,644,1033,48215021404,48,215,021404
1042,121,264,190,467,48215021500,48,215,021500
1258,271,307,220,460,48215021600,48,215,021600
3172,593,650,642,1287,48215021701,48,215,021701
3452,502,803,586,1561,48215021702,48,215,021702
1456,129,298,316,713,48215021803,48,215,021803
1109,274,223,197,415,48215021804,48,215,021804
2443,289,473,384,1297,48215021805,48,215,021805
2090,198,291,363,1238,48215021806,48,215,021806
2639,373,936,418,912,48215021901,48,215,021901
1399,251,381,198,569,48215021903,48,215,021903
1431,192,530,212,497,48215021904,48,215,021904
3513,322,906,461,1824,48215022001,48,215,022001
1879,385,712,106,676,48215022003,48,215,022003
2191,329,313,391,1158,48215022004,48,215,022004
1887,571,584,315,417,48215022103,48,215,022103
2905,320,410,109,2066,48215022104,48,215,022104
1075,201,281,245,348,48215022105,48,215,022105
1854,292,387,342,833,48215022106,48,215,022106
1874,285,417,247,925,48215022201,48,215,022201
1362,179,437,266,480,48215022203,48,215,022203
1460,114,312,223,811,48215022204,48,215,022204
3397,719,812,471,1395,48215022300,48,215,022300
1376,346,292,139,599,48215022401,48,215,022401
1851,206,340,442,863,48215022402,48,215,022402
1793,269,465,130,929,48215022501,48,215,022501
1647,256,506,210,675,48215022502,48,215,022502
732,252,207,117,156,48215022600,48,215,022600
1889,562,787,148,392,48215022701,48,215,022701
1697,347,536,323,491,48215022702,48,215,022702
2431,84,585,622,1140,48215022800,48,215,022800
1366,340,422,262,342,48215022900,48,215,022900
1739,365,581,276,517,48215023000,48,215,023000
1897,297,306,213,1081,48215023102,48,215,023102
1828,124,389,255,1060,48215023103,48,215,023103
1341,162,313,219,647,48215023104,48,215,023104
2092,305,367,315,1105,48215023503,48,215,023503
2953,515,706,590,1142,48215023504,48,215,023504
2404,322,479,292,1311,48215023507,48,215,023507
3869,304,1156,774,1635,48215023509,48,215,023509
3140,661,876,584,1019,48215023510,48,215,023510
2634,237,503,221,1673,48215023511,48,215,023511
114,8,51,31,24,48215023512,48,215,023512
2181,173,507,277,1224,48215023513,48,215,023513
2175,163,380,454,1178,48215023514,48,215,023514
3002,192,474,541,1795,48215023515,48,215,023515
2679,672,618,198,1191,48215023600,48,215,023600
1535,311,385,285,554,48215023700,48,215,023700
2941,235,683,640,1383,48215023801,48,215,023801
2876,261,865,590,1160,48215023802,48,215,023802
4811,639,1532,905,1735,48215023902,48,215,023902
1511,462,459,238,352,48215023903,48,215,023903
3354,950,994,615,795,48215023904,48,215,023904
5525,1134,1695,1274,1422,48215024000,48,215,024000
2767,300,775,742,950,48215024105,48,215,024105
3280,254,816,548,1662,48215024106,48,215,024106
1242,153,461,182,446,48215024107,48,215,024107
1368,155,239,237,737,48215024108,48,215,024108
1867,257,408,241,961,48215024109,48,215,024109
2659,248,277,305,1829,48215024110,48,215,024110
1246,60,368,156,662,48215024111,48,215,024111
2989,246,293,489,1961,48215024112,48,215,024112
1656,165,295,352,844,48215024113,48,215,024113
2090,169,300,402,1219,48215024114,48,215,024114
3871,534,782,561,1994,48215024201,48,215,024201
2287,574,990,109,614,48215024203,48,215,024203
1279,193,340,280,466,48215024204,48,215,024204
2325,327,425,514,1059,48215024205,48,215,024205
436,50,217,102,67,48215024301,48,215,024301
396,140,78,27,151,48215024302,48,215,024302
2101,261,539,438,863,48215024402,48,215,024402
1716,255,478,227,756,48215024403,48,215,024403
988,66,351,209,362,48215024404,48,215,024404
2432,368,555,584,925,48215024500,48,215,024500
1666,275,268,349,774,48215024600,48,215,024600
0,0,0,0,0,48215980000,48,215,980000
1352,341,449,199,363,48217960100,48,217,960100
1763,351,774,345,293,48217960200,48,217,960200
862,273,275,161,153,48217960400,48,217,960400
2306,658,829,295,524,48217960500,48,217,960500
490,155,171,64,100,48217960600,48,217,960600
736,188,281,101,166,48217960700,48,217,960700
1357,481,407,219,250,48217960800,48,217,960800
600,91,135,140,234,48217960900,48,217,960900
667,92,168,134,273,48217961000,48,217,961000
1303,348,473,154,328,48217961100,48,217,961100
1556,364,476,257,459,48217961400,48,217,961400
491,114,188,64,125,48219950100,48,219,950100
1397,228,489,226,454,48219950200,48,219,950200
1668,467,461,345,395,48219950300,48,219,950300
1591,435,397,283,476,48219950400,48,219,950400
1819,606,578,216,419,48219950500,48,219,950500
531,149,161,72,149,48219950600,48,219,950600
500,116,163,73,148,48219950700,48,219,950700
1941,788,615,313,225,48221160100,48,221,160100
1264,394,404,176,290,48221160204,48,221,160204
2871,829,1060,438,544,48221160205,48,221,160205
1882,508,830,224,320,48221160206,48,221,160206
2976,504,1417,573,482,48221160207,48,221,160207
2205,480,848,334,543,48221160208,48,221,160208
2957,522,1180,639,616,48221160209,48,221,160209
2504,390,1592,307,215,48221160210,48,221,160210
2204,693,829,372,310,48221160301,48,221,160301
1348,359,474,290,225,48221160302,48,221,160302
1100,200,493,125,282,48223950100,48,223,950100
1637,400,585,230,422,48223950200,48,223,950200
2222,388,938,330,566,48223950300,48,223,950300
1640,393,539,250,458,48223950401,48,223,950401
1667,530,535,191,411,48223950402,48,223,950402
1051,257,376,76,342,48223950500,48,223,950500
1444,379,447,353,265,48223950600,48,223,950600
1573,238,519,211,605,48223950700,48,223,950700
1090,294,361,178,257,48223950800,48,223,950800
2152,596,762,435,359,48225950100,48,225,950100
464,58,302,31,73,48225950200,48,225,950200
1114,465,220,39,390,48225950300,48,225,950300
1110,428,340,154,188,48225950400,48,225,950400
1870,544,764,250,312,48225950500,48,225,950500
585,234,210,44,97,48225950600,48,225,950600
957,198,398,190,171,48225950700,48,225,950700
885,209,307,157,212,48227950100,48,227,950100
734,223,262,125,124,48227950200,48,227,950200
521,166,121,115,119,48227950300,48,227,950300
1392,610,385,124,273,48227950400,48,227,950400
1182,402,351,158,271,48227950500,48,227,950500
1392,301,437,281,373,48227950600,48,227,950600
1290,412,171,398,309,48227950700,48,227,950700
1548,441,507,269,331,48227950801,48,227,950801
626,245,131,74,176,48227950802,48,227,950802
1494,365,655,205,269,48227950900,48,227,950900
978,230,483,83,182,48229950300,48,229,950300
905,214,319,121,251,48231960100,48,231,960100
859,150,351,86,272,48231960200,48,231,960200
1522,315,637,190,380,48231960300,48,231,960300
1671,405,547,338,381,48231960400,48,231,960400
1490,501,468,311,210,48231960500,48,231,960500
1214,291,491,123,309,48231960600,48,231,960600
2085,549,726,376,434,48231960700,48,231,960700
1220,373,424,159,264,48231960800,48,231,960800
2133,989,365,366,413,48231960900,48,231,960900
1634,444,513,229,448,48231961000,48,231,961000
2583,473,1140,409,561,48231961100,48,231,961100
2135,593,959,225,358,48231961200,48,231,961200
2690,888,841,541,420,48231961300,48,231,961300
3200,411,1056,617,1116,48231961400,48,231,961400
1140,154,525,159,302,48231961501,48,231,961501
1695,209,686,167,633,48231961502,48,231,961502
1585,452,623,243,267,48231961503,48,231,961503
2311,837,612,351,511,48231961600,48,231,961600
1117,416,341,125,235,48231961700,48,231,961700
740,212,368,66,94,48233950200,48,233,950200
1686,482,569,275,360,48233950500,48,233,950500
1115,326,501,120,168,48233950600,48,233,950600
653,238,233,104,78,48233950700,48,233,950700
233,97,70,20,46,48233950800,48,233,950800
1213,315,417,133,348,48233950900,48,233,950900
1289,268,507,235,279,48233951000,48,233,951000
682,223,248,108,103,48235950100,48,235,950100
777,161,285,153,178,48237950100,48,237,950100
1286,325,502,202,257,48237950300,48,237,950300
1105,317,377,162,249,48237950500,48,237,950500
1826,352,703,367,404,48239950100,48,239,950100
1456,378,574,256,248,48239950200,48,239,950200
1635,416,494,175,550,48239950300,48,239,950300
2087,555,760,458,314,48241950100,48,241,950100
1235,504,327,107,297,48241950200,48,241,950200
1149,185,455,203,306,48241950300,48,241,950300
1972,652,692,235,393,48241950400,48,241,950400
1744,579,525,244,396,48241950500,48,241,950500
1021,397,298,110,216,48241950600,48,241,950600
2799,614,1086,449,650,48241950700,48,241,950700
929,267,451,103,108,48241950800,48,241,950800
1054,412,502,26,114,48243950100,48,243,950100
2203,679,795,353,376,48245000101,48,245,000101
832,273,215,179,165,48245000102,48,245,000102
1263,310,292,291,370,48245000103,48,245,000103
2034,529,771,321,413,48245000200,48,245,000200
3035,833,1265,393,544,48245000302,48,245,000302
2440,479,840,701,420,48245000304,48,245,000304
1532,477,636,204,215,48245000306,48,245,000306
2031,950,636,301,144,48245000307,48,245,000307
3388,1491,883,484,530,48245000308,48,245,000308
1242,379,504,185,174,48245000309,48,245,000309
2158,594,781,328,455,48245000310,48,245,000310
1938,823,440,360,315,48245000400,48,245,000400
822,257,185,145,235,48245000500,48,245,000500
1836,453,519,417,447,48245000600,48,245,000600
1012,389,364,103,156,48245000700,48,245,000700
642,163,196,170,113,48245000900,48,245,000900
1144,448,351,159,186,48245001100,48,245,001100
810,256,313,47,194,48245001200,48,245,001200
2114,715,695,259,445,48245001301,48,245,001301
1305,304,382,258,361,48245001302,48,245,001302
1205,239,539,142,285,48245001303,48,245,001303
628,223,234,86,85,48245001700,48,245,001700
930,222,248,118,342,48245001900,48,245,001900
749,255,108,142,244,48245002000,48,245,002000
1185,467,367,170,181,48245002100,48,245,002100
1228,401,418,217,192,48245002200,48,245,002200
1343,559,464,207,113,48245002300,48,245,002300
962,463,212,72,215,48245002400,48,245,002400
1416,564,200,243,409,48245002500,48,245,002500
1632,701,522,206,203,48245002600,48,245,002600
445,191,159,60,35,48245005100,48,245,005100
495,152,167,66,110,48245005400,48,245,005400
962,195,285,134,348,48245005500,48,245,005500
985,163,250,183,389,48245005600,48,245,005600
510,137,158,66,149,48245005900,48,245,005900
509,212,140,37,120,48245006100,48,245,006100
480,171,148,78,83,48245006300,48,245,006300
639,145,177,145,172,48245006400,48,245,006400
1280,268,410,224,378,48245006500,48,245,006500
1467,421,481,208,357,48245006600,48,245,006600
887,250,185,158,294,48245006700,48,245,006700
689,151,244,98,196,48245006800,48,245,006800
1262,481,347,175,259,48245006900,48,245,006900
3174,1375,1046,463,290,48245007001,48,245,007001
1612,642,286,398,286,48245007002,48,245,007002
1387,380,460,279,268,48245007100,48,245,007100
867,203,141,124,399,48245010100,48,245,010100
681,142,228,66,245,48245010200,48,245,010200
866,276,79,183,328,48245010300,48,245,010300
1037,237,555,82,163,48245010400,48,245,010400
1508,523,429,242,314,48245010500,48,245,010500
1964,440,571,512,441,48245010600,48,245,010600
1168,230,454,218,266,48245010700,48,245,010700
1902,470,709,258,465,48245010800,48,245,010800
1382,388,556,264,174,48245010901,48,245,010901
1676,258,716,287,415,48245010902,48,245,010902
1672,514,363,169,626,48245011001,48,245,011001
