S1201_C01_001E,S1201_C01_017E,S1201_C01_018E,S1201_C01_019E,S1201_C01_020E,S1201_C01_021E,S1201_C01_022E,S1201_C01_023E,S1201_C01_024E,S1201_C01_025E,S1201_C01_026E,S1201_C02_001E,S1201_C03_001E,S1201_C04_001E,S1201_C05_001E,S1201_C06_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
3865,3826,2429,1067,23,82,0,225,39,1458,1236,38.9,5.9,10.0,3.7,41.5,48113016518,48,113,016518
1835,1803,1394,241,11,20,0,137,32,758,796,63.3,3.7,5.9,1.4,25.8,48113016519,48,113,016519
5614,5614,3512,1196,124,249,0,533,0,3784,385,49.8,3.3,6.1,3.2,37.7,48113016520,48,113,016520
5676,5510,2722,2487,0,233,3,65,166,1085,1739,35.2,3.0,4.3,2.0,55.6,48113016521,48,113,016521
2924,2761,1575,950,10,93,0,133,163,483,1308,35.3,7.9,15.2,1.1,40.6,48113016522,48,113,016522
3940,3673,2138,1116,25,335,20,39,267,562,1673,61.1,4.4,8.5,2.5,23.4,48113016523,48,113,016523
5551,5457,1939,3017,107,68,0,326,94,1826,541,29.0,13.5,9.1,3.3,45.2,48113016605,48,113,016605
5794,5566,1776,3604,0,40,0,146,228,1180,945,36.4,4.9,21.2,2.8,34.7,48113016606,48,113,016606
2691,2608,226,2295,18,45,0,24,83,190,59,11.8,5.2,17.2,5.2,60.6,48113016607,48,113,016607
3585,3573,555,2867,36,19,16,80,12,395,307,38.0,3.7,12.1,6.1,40.0,48113016610,48,113,016610
4869,4753,1508,3206,13,0,0,26,116,948,626,49.0,3.6,13.4,1.5,32.4,48113016611,48,113,016611
10671,10558,2725,7415,0,93,23,302,113,1645,1510,51.9,3.6,7.9,2.1,34.5,48113016612,48,113,016612
3369,3240,1177,1690,0,254,0,119,129,874,433,46.6,3.1,11.4,3.0,35.9,48113016615,48,113,016615
4958,4750,1931,2730,0,38,0,51,208,1284,708,47.5,2.4,10.3,1.1,38.8,48113016616,48,113,016616
3390,3302,856,2280,0,117,0,49,88,265,628,56.0,5.6,9.6,4.2,24.6,48113016617,48,113,016617
3922,3848,1150,2673,10,0,0,15,74,436,832,49.6,4.8,12.7,2.1,30.9,48113016618,48,113,016618
2969,2957,898,2052,7,0,0,0,12,554,344,33.4,4.5,15.8,8.2,38.0,48113016619,48,113,016619
4602,4470,1186,3084,10,0,0,190,132,621,776,57.3,5.9,10.5,1.8,24.5,48113016620,48,113,016620
4458,4321,951,2955,0,0,0,415,137,935,520,54.3,2.9,9.8,0.6,32.4,48113016621,48,113,016621
3093,3063,1294,1713,0,0,0,56,30,839,511,35.0,11.7,8.8,1.9,42.5,48113016622,48,113,016622
5053,4875,1128,3407,38,42,13,247,178,803,671,46.5,2.4,12.1,1.4,37.6,48113016623,48,113,016623
2453,2411,657,1650,0,0,7,97,42,315,464,49.7,3.6,10.3,3.7,32.7,48113016624,48,113,016624
7663,7513,2112,5245,0,29,0,127,150,1423,880,46.5,3.8,9.8,0.7,39.2,48113016625,48,113,016625
3616,3535,1258,2102,0,28,0,147,81,941,486,36.6,4.6,15.6,2.8,40.5,48113016626,48,113,016626
5938,5884,623,4980,0,0,0,281,54,892,40,27.7,9.7,11.1,3.1,48.3,48113016701,48,113,016701
8375,7952,2161,5585,0,58,0,148,423,1908,483,33.7,3.2,18.1,1.9,43.1,48113016703,48,113,016703
3110,3080,755,2025,0,133,0,167,30,724,198,39.5,3.7,10.3,5.3,41.2,48113016704,48,113,016704
5520,5458,902,4288,51,30,0,187,62,695,394,41.7,4.0,11.3,2.2,40.8,48113016705,48,113,016705
3377,3310,1688,1593,0,0,0,29,67,817,905,52.0,4.4,11.1,3.3,29.2,48113016802,48,113,016802
4051,3916,1443,2302,0,43,0,128,135,622,969,47.8,5.6,16.8,2.0,27.8,48113016803,48,113,016803
6158,6128,923,5050,62,0,0,93,30,678,400,41.4,2.5,14.1,4.9,37.0,48113016804,48,113,016804
4835,4580,2643,1810,9,14,0,104,255,1499,1323,27.3,2.2,12.7,3.6,54.2,48113016902,48,113,016902
4220,4112,2667,1215,0,12,0,218,108,1778,1119,36.7,3.9,14.8,6.0,38.6,48113016903,48,113,016903
7810,7623,6369,839,68,0,0,347,187,3103,3678,37.9,5.7,16.6,3.6,36.1,48113017001,48,113,017001
8572,8523,6509,1343,17,57,0,597,49,3987,3119,40.2,5.1,12.8,3.7,38.2,48113017003,48,113,017003
7119,7063,6167,447,102,0,0,347,56,4767,1863,41.9,1.7,9.7,2.5,44.3,48113017004,48,113,017004
4363,4313,2912,1124,10,0,0,267,50,2124,1080,42.2,2.2,12.2,4.0,39.4,48113017101,48,113,017101
4638,4590,3250,927,0,15,0,398,48,2836,871,43.9,5.8,10.3,4.5,35.4,48113017102,48,113,017102
4059,4036,3167,740,0,11,0,118,23,2505,884,38.3,6.3,11.4,2.8,41.2,48113017201,48,113,017201
6275,6240,4386,1494,13,190,0,157,35,3199,1366,41.0,3.8,10.8,3.6,40.8,48113017202,48,113,017202
4063,4026,2432,1256,10,0,0,328,37,1809,1010,44.3,3.8,12.0,2.3,37.7,48113017301,48,113,017301
6237,6201,4104,1674,141,151,0,131,36,1725,2597,45.2,6.0,12.6,2.6,33.5,48113017303,48,113,017303
7418,7156,4464,1983,39,617,0,53,262,2381,2208,61.3,2.8,7.8,1.2,26.9,48113017304,48,113,017304
7965,7789,3323,3850,63,288,0,265,176,1854,1943,57.5,4.7,7.5,1.7,28.6,48113017305,48,113,017305
5741,5557,3525,1716,67,52,0,197,184,2311,1586,52.6,1.8,10.7,1.0,33.9,48113017306,48,113,017306
4355,4234,3170,928,0,57,0,79,121,1397,1889,37.9,5.9,15.7,3.6,37.0,48113017400,48,113,017400
2969,2864,2102,574,0,110,0,78,105,797,1383,52.0,5.5,12.1,0.8,29.6,48113017500,48,113,017500
3219,3155,2019,942,11,0,0,183,64,1282,931,44.1,4.0,12.6,1.5,37.8,48113017602,48,113,017602
2073,2031,1500,336,0,0,0,195,42,1065,644,41.6,5.5,11.8,3.5,37.6,48113017604,48,113,017604
2602,2554,1554,909,0,0,0,91,48,1465,214,40.9,5.6,9.3,4.5,39.7,48113017605,48,113,017605
3839,3716,2560,962,39,24,0,131,123,2193,585,45.1,4.6,6.5,2.3,41.5,48113017606,48,113,017606
5803,5569,3222,1857,0,241,0,249,234,1538,1950,51.4,3.3,12.1,1.4,31.8,48113017702,48,113,017702
3573,3465,2262,887,19,126,10,161,108,1407,1106,37.3,3.7,10.6,2.7,45.7,48113017703,48,113,017703
4635,4391,3502,635,26,96,0,132,244,2552,1240,37.3,5.2,17.6,3.3,36.6,48113017704,48,113,017704
5826,5678,3693,1819,27,0,0,139,148,2304,1559,41.0,5.2,8.9,3.6,41.3,48113017804,48,113,017804
3860,3816,2567,1054,41,75,0,79,44,1299,1391,31.4,7.2,10.8,4.3,46.2,48113017805,48,113,017805
3458,3334,2494,647,20,0,0,173,124,1876,906,40.5,5.1,15.6,2.5,36.2,48113017806,48,113,017806
4466,4418,3055,938,61,18,44,302,48,2287,1104,36.7,7.4,11.7,3.2,41.1,48113017807,48,113,017807
3116,2969,2340,239,11,260,0,119,147,849,1667,50.8,9.1,13.7,2.6,23.8,48113017808,48,113,017808
3369,3326,2234,553,165,293,0,81,43,925,1480,55.1,6.8,9.5,2.1,26.6,48113017811,48,113,017811
1783,1746,1247,332,5,95,0,67,37,405,924,50.2,5.0,15.3,4.5,25.0,48113017812,48,113,017812
4992,4793,2692,1455,0,391,0,255,199,1985,985,38.5,2.6,20.3,2.4,36.2,48113017813,48,113,017813
4564,4497,2595,988,0,769,0,145,67,1177,1563,48.4,7.2,14.4,1.4,28.6,48113017814,48,113,017814
4010,3905,2958,338,19,101,0,489,105,2591,961,36.4,5.0,7.3,3.5,47.8,48113017900,48,113,017900
4791,4677,3815,627,0,34,0,201,114,2100,1964,34.3,8.7,16.9,3.1,36.9,48113018001,48,113,018001
2311,2236,1736,184,0,145,0,171,75,1253,704,55.9,3.8,9.7,1.4,29.2,48113018002,48,113,018002
5782,5516,3742,855,46,700,0,173,266,831,3163,59.7,2.0,5.8,0.4,32.1,48113018104,48,113,018104
4732,4708,3514,580,33,50,0,531,24,3110,949,50.7,4.9,6.5,1.0,36.9,48113018105,48,113,018105
4427,4392,3362,359,54,391,0,226,35,398,3202,59.1,11.6,9.3,0.8,19.1,48113018110,48,113,018110
5001,4907,3106,1371,47,18,0,365,94,1888,1662,38.9,5.6,10.8,4.1,40.5,48113018111,48,113,018111
6384,6173,3009,1576,32,1446,17,93,211,1302,1833,60.7,4.0,11.5,0.9,22.9,48113018118,48,113,018118
3830,3659,2185,676,4,684,0,110,171,1181,1157,54.2,4.2,7.5,2.2,31.9,48113018120,48,113,018120
4245,3899,2787,592,0,318,0,202,346,2134,1124,50.1,5.7,9.7,1.9,32.7,48113018121,48,113,018121
13406,12981,9746,1138,140,1758,0,199,425,2606,7470,63.0,3.2,8.5,0.7,24.6,48113018122,48,113,018122
7567,7463,4563,917,10,1337,0,636,104,2585,2693,48.1,5.3,15.2,1.4,30.1,48113018123,48,113,018123
15078,14840,9484,3478,86,1494,0,298,238,2362,7548,61.7,4.2,5.2,1.3,27.5,48113018124,48,113,018124
5267,5055,3526,1047,90,0,0,392,212,2039,2078,53.6,5.6,11.4,0.4,29.1,48113018126,48,113,018126
2075,2047,1627,158,18,73,0,171,28,906,783,51.2,6.2,11.7,2.2,28.8,48113018127,48,113,018127
4263,4136,2379,1260,25,186,0,286,127,1668,1022,44.7,4.9,11.4,4.8,34.3,48113018128,48,113,018128
3979,3927,2752,955,0,42,6,172,52,948,1990,46.0,10.9,13.9,4.6,24.7,48113018129,48,113,018129
3251,3153,1508,1301,34,23,0,287,98,809,1016,33.7,6.4,19.6,5.2,35.2,48113018130,48,113,018130
4022,3873,2342,1017,9,294,0,211,149,969,1655,50.0,5.1,11.2,0.7,32.9,48113018132,48,113,018132
3260,3242,2433,471,50,114,0,174,18,574,2033,58.6,2.4,11.0,3.4,24.6,48113018133,48,113,018133
4341,4258,3315,741,39,36,0,127,83,696,2747,58.2,3.2,10.7,0.3,27.6,48113018134,48,113,018134
2902,2777,2322,219,6,224,6,0,125,813,1546,58.4,2.8,9.9,2.0,26.9,48113018135,48,113,018135
6969,6802,5755,502,30,515,0,0,167,807,4979,67.3,4.5,11.4,1.0,15.8,48113018136,48,113,018136
3216,3091,1292,795,85,433,0,486,125,784,1059,51.8,3.6,8.5,1.7,34.4,48113018137,48,113,018137
3862,3682,1558,1236,12,619,0,257,180,655,1215,36.6,2.5,11.4,4.4,45.1,48113018138,48,113,018138
7127,6973,4684,1185,0,1006,0,98,154,1179,3598,61.9,3.5,9.5,0.9,24.2,48113018139,48,113,018139
5319,5204,3332,1157,0,629,0,86,115,779,2669,56.2,3.6,7.2,0.7,32.2,48113018140,48,113,018140
3020,2981,1987,814,34,46,0,100,39,506,1609,31.4,6.5,23.9,4.9,33.4,48113018141,48,113,018141
2897,2727,1728,627,0,219,0,153,170,752,1183,50.2,2.8,13.2,4.1,29.8,48113018142,48,113,018142
4927,4813,2717,1143,25,637,0,291,114,2389,678,54.6,4.9,6.3,0.8,33.4,48113018203,48,113,018203
3307,3205,2605,434,0,43,0,123,102,2687,110,40.9,3.3,7.2,5.4,43.2,48113018204,48,113,018204
3234,3188,2060,637,22,293,0,176,46,1537,689,47.9,2.6,12.0,0.6,36.8,48113018205,48,113,018205
3289,3225,2731,199,19,0,0,276,64,2457,612,43.9,5.0,7.6,5.4,38.2,48113018206,48,113,018206
5009,4953,4393,66,18,150,27,299,56,2821,1895,54.5,2.4,6.8,2.8,33.4,48113018300,48,113,018300
3282,3190,2644,107,11,32,0,396,92,2007,1125,49.3,4.7,10.1,2.7,33.3,48113018401,48,113,018401
3315,3300,2812,295,25,27,0,141,15,1363,1615,55.9,4.7,9.1,3.0,27.3,48113018402,48,113,018402
858,843,542,217,9,0,0,75,15,439,183,38.0,0.6,28.8,1.5,31.1,48113018403,48,113,018403
2979,2940,2147,277,0,84,0,432,39,1700,846,45.6,5.7,11.5,2.1,35.1,48113018501,48,113,018501
4528,4515,1156,3049,0,137,0,173,13,684,679,27.3,1.7,18.5,3.4,49.0,48113018503,48,113,018503
3242,3157,1279,1686,0,69,0,123,85,996,450,29.1,2.0,8.3,7.5,53.1,48113018505,48,113,018505
3010,2985,781,2003,8,56,0,137,25,600,395,36.5,0.8,9.6,5.6,47.5,48113018506,48,113,018506
3062,3028,2660,55,116,17,0,180,34,1551,1399,48.4,3.4,10.9,1.7,35.7,48113018600,48,113,018600
4978,4974,4163,192,0,0,0,619,4,3626,1150,46.7,3.2,11.5,3.3,35.2,48113018700,48,113,018700
4019,3947,2978,192,44,282,0,451,72,2625,888,46.7,2.8,7.1,5.5,37.9,48113018801,48,113,018801
1044,1031,734,234,0,17,0,46,13,398,395,31.2,6.3,15.5,3.5,43.4,48113018802,48,113,018802
4677,4529,3113,527,0,680,0,209,148,1963,1435,49.6,4.1,8.4,2.9,35.0,48113018900,48,113,018900
5504,5370,3346,794,0,1015,0,215,134,2177,1404,51.0,4.4,9.8,2.3,32.6,48113019004,48,113,019004
3932,3913,2258,609,0,471,0,575,19,2560,236,40.8,5.0,6.6,2.7,44.8,48113019013,48,113,019013
5162,4967,3306,413,38,1050,0,160,195,2406,1205,42.8,2.8,9.6,2.2,42.7,48113019014,48,113,019014
2547,2499,1231,747,8,508,0,5,48,442,835,49.8,3.1,10.1,0.4,36.7,48113019016,48,113,019016
3989,3828,1715,1123,22,959,0,9,161,530,1269,39.2,4.9,13.2,1.9,40.9,48113019018,48,113,019018
6097,5736,2301,2266,0,919,0,250,361,1259,1201,46.8,3.4,9.6,2.8,37.4,48113019019,48,113,019019
4804,4596,2656,665,17,1093,0,165,208,982,1805,49.8,5.8,10.2,3.6,30.7,48113019020,48,113,019020
5741,5602,3860,981,59,513,0,189,139,2123,1966,47.6,3.7,11.6,2.5,34.7,48113019021,48,113,019021
4369,4270,3219,306,0,600,0,145,99,480,2814,53.3,2.6,11.0,0.4,32.7,48113019023,48,113,019023
3689,3570,2055,654,0,833,0,28,119,529,1582,55.8,5.4,9.8,1.7,27.3,48113019024,48,113,019024
3835,3615,2542,298,14,688,0,73,220,611,2012,63.8,4.1,8.7,0.5,22.9,48113019025,48,113,019025
4928,4805,2905,472,90,1305,0,33,123,858,2129,50.9,6.1,15.6,0.8,26.5,48113019026,48,113,019026
4382,4216,1695,1024,14,1454,0,29,166,573,1177,45.2,5.9,12.9,1.1,34.8,48113019027,48,113,019027
3071,3022,1864,336,0,765,0,57,49,1035,886,45.3,2.6,12.0,2.6,37.5,48113019028,48,113,019028
5527,5189,2311,877,20,1492,0,489,338,1325,1602,41.6,5.5,9.1,1.1,42.8,48113019029,48,113,019029
5225,5124,3978,480,15,559,0,92,101,1178,2892,54.7,4.2,12.4,1.0,27.7,48113019031,48,113,019031
3250,3066,2250,170,33,546,0,67,184,1777,609,45.4,3.8,9.3,0.8,40.6,48113019032,48,113,019032
3572,3572,2752,158,0,331,0,331,0,2501,582,53.6,2.3,6.0,2.8,35.2,48113019033,48,113,019033
3686,3647,1257,1973,0,372,0,45,39,553,768,37.0,4.2,13.0,4.0,41.8,48113019034,48,113,019034
4831,4556,2055,1930,0,251,0,320,275,1935,583,39.6,3.1,8.1,5.9,43.4,48113019035,48,113,019035
2372,2297,2015,42,0,240,0,0,75,81,1934,67.6,3.6,9.7,0.3,18.7,48113019036,48,113,019036
2999,2918,2110,346,14,398,0,50,81,499,1669,57.7,5.0,12.2,2.5,22.6,48113019037,48,113,019037
1508,1449,770,382,0,245,0,52,59,193,629,34.9,1.1,17.0,0.0,46.9,48113019038,48,113,019038
5418,5145,4185,313,0,647,0,0,273,1330,3070,56.7,7.4,8.6,1.4,25.9,48113019039,48,113,019039
5576,5236,1662,1852,43,1532,0,147,340,581,1291,42.1,5.9,9.8,2.6,39.6,48113019040,48,113,019040
2701,2682,1820,380,3,347,0,132,19,99,1731,60.8,5.1,12.0,0.6,21.5,48113019041,48,113,019041
4308,4165,2449,556,0,1086,21,53,143,580,1948,52.2,2.7,13.1,1.0,31.0,48113019042,48,113,019042
7045,6947,5075,595,0,1210,0,67,98,732,4429,65.2,2.9,9.1,0.7,22.0,48113019043,48,113,019043
5895,5770,3917,472,88,1144,0,149,125,914,3152,46.7,3.6,13.7,0.4,35.6,48113019100,48,113,019100
4073,4003,2823,618,52,232,0,278,70,1379,1802,41.6,5.9,12.3,1.3,38.8,48113019202,48,113,019202
3317,3220,3050,44,0,98,0,28,97,266,2812,58.9,5.6,12.1,2.1,21.2,48113019203,48,113,019203
7501,7335,5189,891,0,132,0,1123,166,4031,2336,44.3,2.9,4.3,1.6,46.9,48113019204,48,113,019204
3239,3229,2732,255,0,223,0,19,10,57,2694,73.5,5.2,5.6,0.5,15.3,48113019205,48,113,019205
5964,5745,4232,204,39,1104,0,166,219,1150,3297,36.2,5.1,9.1,0.9,48.6,48113019206,48,113,019206
4464,4198,1101,405,0,260,0,2432,266,2878,750,30.6,1.8,7.7,4.5,55.4,48113019208,48,113,019208
3352,3294,2992,120,0,163,10,9,58,192,2838,69.3,5.9,5.1,0.2,19.4,48113019210,48,113,019210
4812,4668,3672,491,0,470,0,35,144,870,2837,39.9,11.9,14.3,2.3,31.7,48113019211,48,113,019211
2708,2662,359,158,11,0,0,2134,46,2511,22,32.7,2.1,4.8,10.1,50.3,48113019212,48,113,019212
2817,2759,477,580,0,126,0,1576,58,1712,355,23.6,6.5,10.9,7.3,51.7,48113019213,48,113,019213
2370,2293,2140,0,0,118,0,35,77,73,2102,73.3,2.4,4.0,0.3,20.0,48113019301,48,113,019301
4812,4663,3913,270,12,443,8,17,149,496,3493,27.7,0.8,1.6,0.0,69.9,48113019302,48,113,019302
3644,3618,3161,0,0,330,41,86,26,151,3096,55.2,2.6,9.8,0.5,31.9,48113019400,48,113,019400
5116,5009,4799,0,0,210,0,0,107,104,4695,75.5,2.5,2.9,0.4,18.6,48113019501,48,113,019501
3558,3552,3386,0,22,116,0,28,6,128,3286,64.4,3.3,11.8,1.0,19.4,48113019502,48,113,019502
1837,1809,1678,0,0,131,0,0,28,50,1628,67.7,4.9,6.0,0.9,20.5,48113019600,48,113,019600
1614,1607,1536,0,13,46,0,12,7,42,1506,71.1,4.6,7.7,0.0,16.6,48113019700,48,113,019700
3668,3615,3468,9,0,117,0,21,53,138,3351,69.8,5.2,9.3,0.0,15.7,48113019800,48,113,019800
3112,3059,2805,31,12,0,0,211,53,2820,247,49.9,4.3,8.2,3.4,34.2,48113019900,48,113,019900
3817,3751,2045,314,0,1328,7,57,66,412,1671,71.6,1.2,6.8,0.5,19.9,48113020000,48,113,020000
1681,1643,1241,23,34,39,0,306,38,1168,447,42.5,5.1,9.1,3.8,39.6,48113020100,48,113,020100
3281,3281,539,2719,0,0,0,23,0,482,80,29.7,12.2,20.7,4.0,33.4,48113020200,48,113,020200
2119,2119,426,1673,11,9,0,0,0,177,249,20.0,10.8,15.3,5.3,48.6,48113020300,48,113,020300
8019,7848,5353,2065,0,182,0,248,171,1768,3883,26.1,2.4,13.4,3.7,54.3,48113020400,48,113,020400
3932,3876,1272,2327,0,197,0,80,56,1229,167,15.7,9.4,12.6,3.9,58.4,48113020500,48,113,020500
1872,1783,1610,9,0,121,0,43,89,95,1567,72.2,4.3,6.5,0.6,16.3,48113020600,48,113,020600
4506,4482,3999,161,0,303,19,0,24,1045,2954,44.9,3.1,18.4,4.7,28.9,48113020700,48,113,020700
0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,48113980000,48,113,980000
9,9,0,0,0,0,0,9,0,9,0,100.0,0.0,0.0,0.0,0.0,48113980100,48,113,980100
3304,3223,2889,83,38,0,0,213,81,1936,1256,52.3,7.5,9.5,1.1,29.7,48115950401,48,115,950401
2892,2690,1466,770,83,14,0,357,202,1489,550,26.7,5.3,9.1,3.4,55.6,48115950402,48,115,950402
2760,2674,2111,104,13,0,0,446,86,1711,932,49.1,5.1,13.1,4.2,28.6,48115950500,48,115,950500
1057,1053,999,11,0,0,0,43,4,313,731,67.9,11.1,5.7,0.8,14.6,48115950600,48,115,950600
4341,4330,3817,49,81,85,0,298,11,2978,1159,52.2,4.6,11.6,3.4,28.3,48117950300,48,117,950300
3616,3544,3342,45,39,0,18,100,72,2649,935,56.7,6.0,5.4,6.1,25.8,48117950400,48,117,950400
2864,2725,2494,16,3,28,0,184,139,2332,480,42.3,7.1,6.9,3.7,40.0,48117950500,48,117,950500
3005,2769,2594,31,0,5,0,139,236,1523,1398,63.5,4.8,7.0,2.1,22.6,48117950600,48,117,950600
2344,2321,2265,3,0,0,0,53,23,224,2094,68.3,5.6,8.4,0.0,17.6,48119950100,48,119,950100
1900,1844,1469,339,4,28,0,4,56,71,1398,48.0,10.1,11.1,2.3,28.5,48119950200,48,119,950200
9688,9566,9023,283,83,52,0,125,122,969,8170,56.4,6.7,10.5,2.0,24.5,48121020103,48,121,020103
5350,5233,4086,714,49,326,0,58,117,872,3354,69.6,2.5,10.3,0.2,17.4,48121020104,48,121,020104
8458,8185,6540,1278,43,144,0,180,273,1102,5626,59.3,4.7,10.8,1.0,24.3,48121020105,48,121,020105
5771,5667,5185,292,34,76,0,80,104,547,4744,56.8,1.9,16.3,3.5,21.4,48121020106,48,121,020106
6266,6096,4743,905,0,65,0,383,170,1016,4132,65.1,2.3,12.0,0.0,20.7,48121020107,48,121,020107
18439,17975,12084,4032,110,1250,0,499,464,2170,10548,69.2,1.7,7.7,0.2,21.3,48121020108,48,121,020108
4748,4523,3167,399,0,929,0,28,225,337,2873,70.3,2.1,6.3,1.6,19.7,48121020109,48,121,020109
4331,4247,2821,715,0,592,0,119,84,480,2473,66.9,0.6,6.6,0.5,25.4,48121020110,48,121,020110
3058,3005,2426,241,0,326,0,12,53,260,2178,69.7,1.7,3.2,1.7,23.6,48121020111,48,121,020111
2914,2814,1977,421,0,346,46,24,100,476,1560,60.7,2.6,10.1,0.3,26.3,48121020112,48,121,020112
10737,10386,6872,2107,0,374,0,1033,351,3004,5222,51.4,2.9,10.6,0.5,34.5,48121020113,48,121,020113
10081,9639,7302,1414,23,530,0,370,442,2917,4892,44.2,5.7,13.9,0.1,36.0,48121020114,48,121,020114
4580,4539,3691,312,27,103,0,406,41,1121,2960,65.7,3.1,7.4,0.2,23.6,48121020115,48,121,020115
7496,7166,7091,24,0,19,0,32,330,1229,6082,64.2,4.1,8.3,1.8,21.6,48121020202,48,121,020202
4965,4850,4439,308,0,53,0,50,115,837,3679,50.2,6.3,9.7,2.0,31.8,48121020203,48,121,020203
3651,3651,3450,79,0,0,0,122,0,467,3116,56.6,3.8,12.9,4.3,22.4,48121020204,48,121,020204
1558,1553,1542,0,0,0,0,11,5,271,1282,64.0,3.9,6.2,0.8,25.1,48121020205,48,121,020205
11920,11717,11028,203,9,313,0,164,203,1271,10078,65.4,3.8,8.7,1.1,21.0,48121020303,48,121,020303
6317,6217,5865,94,0,111,0,147,100,309,5703,67.2,3.6,7.1,0.0,22.1,48121020305,48,121,020305
5529,5356,4560,301,62,314,0,119,173,746,4006,46.2,2.1,17.4,3.1,31.1,48121020306,48,121,020306
9563,9266,8024,311,0,614,0,317,297,1173,7269,66.3,2.4,9.3,0.5,21.5,48121020307,48,121,020307
9038,8835,7568,481,199,114,0,473,203,1745,6345,60.9,4.6,7.9,2.3,24.3,48121020308,48,121,020308
9154,8899,8429,227,71,118,0,54,255,657,7901,61.5,5.8,10.2,1.0,21.5,48121020309,48,121,020309
4040,4001,3852,24,30,95,0,0,39,89,3763,80.1,6.5,6.1,0.6,6.6,48121020310,48,121,020310
7438,7145,6300,356,175,198,0,116,293,1422,5172,52.2,1.9,16.1,1.7,28.2,48121020401,48,121,020401
4798,4668,4309,122,37,45,0,155,130,849,3647,52.9,10.1,11.9,2.7,22.5,48121020402,48,121,020402
3274,3214,2921,132,0,148,0,13,60,284,2670,32.4,3.9,12.1,2.1,49.6,48121020403,48,121,020403
5063,4867,4183,244,29,252,0,159,196,1355,3091,41.7,3.0,14.2,1.1,40.0,48121020503,48,121,020503
2675,2604,2057,261,32,13,0,241,71,1043,1314,48.3,4.9,11.0,4.2,31.6,48121020504,48,121,020504
5145,5068,4656,188,19,135,0,70,77,407,4384,55.2,6.6,10.3,3.5,24.4,48121020505,48,121,020505
1787,1778,1726,24,0,12,0,16,9,623,1121,59.0,4.3,15.5,2.1,19.1,48121020506,48,121,020506
4750,4642,3485,811,22,216,0,108,108,1447,2169,20.3,3.6,9.2,1.1,65.9,48121020601,48,121,020601
8370,8106,6593,1011,50,125,0,327,264,3083,4042,37.9,3.9,14.5,3.5,40.2,48121020602,48,121,020602
2654,2564,2141,175,0,200,0,48,90,458,1773,15.6,6.1,8.5,2.8,67.0,48121020700,48,121,020700
5612,5476,3827,1192,38,206,52,161,136,1326,2690,16.2,2.9,5.9,0.6,74.4,48121020800,48,121,020800
4471,4275,2939,875,0,337,0,124,196,1329,1824,10.2,1.0,2.6,0.0,86.2,48121020900,48,121,020900
5918,5694,4270,438,33,826,61,66,224,1471,2969,9.1,1.0,3.5,0.2,86.2,48121021000,48,121,021000
3145,3071,2465,243,0,328,0,35,74,581,1933,14.5,1.6,6.3,0.5,77.1,48121021100,48,121,021100
5453,5182,3220,1549,0,177,42,194,271,1069,2434,23.7,4.7,10.7,2.9,58.0,48121021201,48,121,021201
3725,3613,2280,990,30,68,0,245,112,1069,1509,31.8,5.5,13.6,2.6,46.5,48121021202,48,121,021202
4154,4078,2623,761,28,574,0,92,76,707,2073,11.9,0.6,7.5,1.3,78.6,48121021301,48,121,021301
6548,6377,5486,642,24,164,16,45,171,1212,4468,49.1,7.1,11.5,0.0,32.4,48121021303,48,121,021303
4806,4692,3733,425,0,270,0,264,114,509,3440,51.4,4.8,9.1,0.7,33.9,48121021304,48,121,021304
3288,3223,2855,151,27,150,0,40,65,453,2479,50.7,3.5,9.5,1.8,34.5,48121021305,48,121,021305
9778,9491,8407,411,48,369,0,256,287,1938,6842,56.6,2.7,16.2,1.8,22.7,48121021403,48,121,021403
7166,6981,6637,69,20,141,0,114,185,970,5836,55.4,5.0,12.0,1.7,25.8,48121021404,48,121,021404
9775,9334,7864,303,81,314,0,772,441,2958,5921,55.1,2.7,9.5,2.4,30.4,48121021405,48,121,021405
6393,6268,5216,291,113,261,0,387,125,1207,4416,56.2,5.2,10.1,0.5,28.0,48121021406,48,121,021406
6363,6221,5109,526,87,246,0,253,142,1655,3707,47.0,4.8,8.2,4.1,35.8,48121021407,48,121,021407
4967,4834,4350,407,37,13,0,27,133,1033,3386,60.8,6.7,9.2,0.0,23.3,48121021408,48,121,021408
7167,6873,6216,479,0,112,0,66,294,981,5337,65.0,2.0,6.8,0.0,26.2,48121021409,48,121,021409
3730,3596,2697,496,0,15,0,388,134,1552,1626,44.2,5.7,11.1,3.5,35.5,48121021502,48,121,021502
4776,4531,2863,491,78,992,0,107,245,935,2277,48.6,6.6,12.4,5.4,27.1,48121021505,48,121,021505
3816,3714,3297,128,7,242,0,40,102,229,3108,67.6,2.8,6.6,0.0,23.0,48121021512,48,121,021512
3013,3005,2829,16,11,86,0,63,8,216,2676,68.5,4.5,12.5,0.5,13.9,48121021513,48,121,021513
3776,3720,3587,16,42,24,0,51,56,335,3326,64.9,3.8,5.1,0.0,26.3,48121021514,48,121,021514
12708,12455,10024,720,5,1437,48,221,253,1399,8862,68.2,6.1,9.1,0.3,16.3,48121021515,48,121,021515
6155,6029,4659,730,0,280,0,360,126,1288,3754,50.7,6.3,14.2,0.4,28.4,48121021516,48,121,021516
3531,3474,1879,779,60,643,0,113,57,697,1352,40.5,3.2,6.9,0.7,48.7,48121021517,48,121,021517
