S1201_C01_001E,S1201_C01_017E,S1201_C01_018E,S1201_C01_019E,S1201_C01_020E,S1201_C01_021E,S1201_C01_022E,S1201_C01_023E,S1201_C01_024E,S1201_C01_025E,S1201_C01_026E,S1201_C02_001E,S1201_C03_001E,S1201_C04_001E,S1201_C05_001E,S1201_C06_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
4106,4068,3758,182,0,118,0,10,38,471,3309,62.2,3.8,8.7,1.5,23.7,48201341400,48,201,341400
5203,5099,4723,213,38,82,0,43,104,1124,3698,52.4,4.0,14.5,1.1,28.0,48201341501,48,201,341501
3587,3526,3241,228,0,11,0,46,61,543,2773,43.1,5.2,16.9,1.7,33.1,48201341502,48,201,341502
5574,5468,4997,182,19,270,0,0,106,1203,3876,43.6,6.0,17.6,1.1,31.7,48201341600,48,201,341600
2357,2342,2202,21,14,13,0,92,15,428,1876,60.2,3.6,12.9,1.0,22.2,48201341700,48,201,341700
1923,1893,1639,139,0,74,0,41,30,349,1331,45.0,3.5,19.9,3.0,28.7,48201341800,48,201,341800
5579,5348,4718,84,0,366,0,180,231,1273,3697,52.1,6.3,13.8,0.7,27.0,48201342001,48,201,342001
2647,2630,2227,36,0,343,0,24,17,936,1315,63.5,2.3,5.7,1.9,26.6,48201342002,48,201,342002
3636,3543,3337,37,0,106,0,63,93,1975,1434,46.7,5.3,13.0,3.0,32.0,48201342100,48,201,342100
3035,2993,2703,221,17,10,0,42,42,1805,1100,41.3,7.0,13.8,4.7,33.2,48201342200,48,201,342200
5942,5740,5026,258,195,47,0,214,202,3466,2148,48.5,4.8,10.4,2.7,33.6,48201342300,48,201,342300
2409,2313,2105,63,104,0,0,41,96,1269,999,52.4,2.3,9.7,1.4,34.2,48201342400,48,201,342400
4626,4607,4532,23,22,0,0,30,19,1068,3494,48.3,4.5,15.8,1.5,29.9,48201342500,48,201,342500
4070,4051,3771,61,52,64,0,103,19,778,3105,48.7,5.7,10.6,1.9,33.1,48201342700,48,201,342700
6997,6756,6151,61,16,283,0,245,241,1912,4769,61.3,4.7,5.8,0.7,27.5,48201342800,48,201,342800
5376,5260,4881,16,0,23,0,340,116,1912,3309,49.2,4.1,10.7,2.0,34.0,48201342900,48,201,342900
5521,5402,4616,316,18,124,0,328,119,2059,3083,52.1,6.4,11.9,0.9,28.7,48201343000,48,201,343000
3944,3797,3404,75,67,23,0,228,147,1145,2511,55.5,3.5,14.0,1.9,25.0,48201343100,48,201,343100
4347,4110,3683,173,0,14,0,240,237,1680,2284,57.8,3.8,6.2,2.0,30.2,48201343200,48,201,343200
3744,3574,3199,87,0,120,0,168,170,1374,2107,57.8,3.1,11.8,0.3,27.0,48201343301,48,201,343301
3998,3892,3251,479,0,43,0,119,106,973,2397,48.0,6.1,10.9,1.1,33.8,48201343302,48,201,343302
2506,2467,2323,53,13,28,0,50,39,751,1635,54.2,7.1,11.5,2.8,24.5,48201343600,48,201,343600
3245,3178,2422,651,2,0,0,103,67,1234,1384,38.5,3.4,17.9,6.7,33.5,48201343700,48,201,343700
13891,13002,6920,1707,0,3893,0,482,889,4284,3653,54.5,4.8,8.6,0.9,31.2,48201350100,48,201,350100
7093,6998,4769,1006,15,701,0,507,95,3962,1381,45.6,5.1,12.9,3.4,33.0,48201350200,48,201,350200
5357,5285,4238,620,16,311,0,100,72,2523,1903,60.0,2.1,7.4,1.1,29.4,48201350300,48,201,350300
5078,4901,2714,758,0,574,13,842,177,2944,768,46.2,4.8,10.8,2.8,35.4,48201350400,48,201,350400
6283,6166,2999,1120,0,1125,0,922,117,3166,782,36.7,6.0,10.5,3.9,42.8,48201350500,48,201,350500
3725,3587,2878,398,8,250,0,53,138,905,2061,50.6,6.0,12.0,1.6,29.8,48201350601,48,201,350601
7239,6917,5213,729,0,896,0,79,322,1792,3505,62.1,2.9,8.7,0.2,26.1,48201350602,48,201,350602
1745,1721,1549,94,10,17,0,51,24,362,1253,61.0,4.6,7.9,0.7,25.9,48201350700,48,201,350700
4316,4127,3641,290,12,133,0,51,189,1183,2509,45.3,5.3,14.0,4.2,31.2,48201350801,48,201,350801
6457,6239,4488,582,17,1152,0,0,218,1364,3189,56.2,1.8,13.0,1.2,27.7,48201350802,48,201,350802
4100,4030,2714,672,21,285,0,338,70,1118,1947,16.7,0.4,14.4,0.5,68.0,48201410100,48,201,410100
5264,5072,4317,74,20,553,0,108,192,867,3621,40.5,1.9,7.4,1.3,48.9,48201410200,48,201,410200
2879,2784,2309,116,14,292,0,53,95,473,1946,42.3,4.4,9.2,0.3,43.7,48201410300,48,201,410300
3670,3615,3093,0,21,320,0,181,55,261,2878,55.9,1.1,10.3,1.2,31.5,48201410401,48,201,410401
2166,2140,1731,69,0,263,0,77,26,258,1550,41.5,2.4,11.0,2.8,42.2,48201410402,48,201,410402
4140,4020,3446,89,44,254,19,168,120,678,2954,38.3,1.4,6.7,2.9,50.6,48201410500,48,201,410500
4741,4678,3506,712,17,310,0,133,63,660,2954,20.2,1.8,9.2,1.2,67.7,48201410600,48,201,410600
3788,3615,2907,256,0,374,0,78,173,488,2520,32.5,2.1,11.6,0.2,53.6,48201410701,48,201,410701
2631,2595,1924,401,0,246,7,17,36,378,1556,16.8,1.0,17.3,0.1,64.8,48201410702,48,201,410702
3738,3489,2926,116,64,175,0,208,249,604,2592,36.3,1.2,9.3,0.8,52.5,48201410800,48,201,410800
2898,2868,2045,80,40,448,0,255,30,406,1924,33.5,5.0,12.5,3.5,45.5,48201410900,48,201,410900
4935,4816,3830,84,0,598,14,290,119,411,3559,45.2,2.5,7.3,0.0,45.0,48201411000,48,201,411000
2924,2924,2264,219,22,419,0,0,0,452,1820,64.4,5.2,6.6,0.0,23.8,48201411100,48,201,411100
1526,1514,1405,0,0,92,0,17,12,112,1301,68.9,4.7,8.1,0.0,18.2,48201411200,48,201,411200
4301,4112,3160,251,18,629,0,54,189,577,2683,40.4,3.9,9.9,0.4,45.4,48201411300,48,201,411300
2370,2362,2312,17,0,12,0,21,8,165,2168,65.7,9.2,4.8,0.0,20.3,48201411400,48,201,411400
6794,6713,4821,402,0,1160,0,330,81,906,4275,41.5,2.3,8.2,0.3,47.7,48201411501,48,201,411501
3820,3735,2910,121,0,525,0,179,85,661,2457,47.6,1.6,6.9,1.2,42.7,48201411502,48,201,411502
2007,1994,1793,136,0,65,0,0,13,120,1673,64.1,3.3,9.2,0.2,23.2,48201411600,48,201,411600
2961,2868,1920,492,0,332,0,124,93,561,1483,38.8,1.0,7.9,1.7,50.6,48201411700,48,201,411700
4555,4515,3703,231,0,522,0,59,40,653,3109,39.1,4.0,18.4,0.3,38.2,48201411800,48,201,411800
2868,2745,2474,6,0,205,0,60,123,174,2370,48.3,3.4,10.4,0.5,37.4,48201411900,48,201,411900
3248,3171,2862,65,0,234,0,10,77,252,2620,58.6,1.7,9.2,0.0,30.4,48201412000,48,201,412000
2836,2743,1524,424,0,711,0,84,93,459,1103,0.5,0.0,0.3,0.0,99.2,48201412100,48,201,412100
4517,4365,3470,104,0,772,0,19,152,389,3116,58.1,2.1,6.4,0.5,32.9,48201412200,48,201,412200
5178,5067,4330,0,35,670,0,32,111,233,4129,80.5,4.0,3.6,0.4,11.5,48201412300,48,201,412300
3523,3476,3070,71,0,335,0,0,47,163,2907,74.3,3.1,3.3,0.3,19.1,48201412400,48,201,412400
1263,1242,963,30,4,219,0,26,21,106,887,66.0,1.3,6.5,0.6,25.6,48201412500,48,201,412500
2859,2794,2319,0,0,439,0,36,65,221,2120,73.1,2.9,7.5,1.1,15.3,48201412600,48,201,412600
2867,2851,2242,38,0,549,0,22,16,340,1947,59.2,8.2,11.4,0.5,20.6,48201412700,48,201,412700
4010,3990,3039,131,0,820,0,0,20,251,2788,73.3,3.0,5.8,1.1,16.7,48201412800,48,201,412800
3487,3379,1863,393,0,865,0,258,108,538,1616,46.7,5.1,11.5,0.7,36.0,48201412900,48,201,412900
2826,2766,2135,34,0,526,0,71,60,367,1839,60.8,7.3,12.4,0.6,18.9,48201413000,48,201,413000
2184,2134,1809,72,12,228,0,13,50,268,1554,67.3,6.0,3.8,0.1,22.8,48201413100,48,201,413100
2496,2444,1611,114,0,518,0,201,52,518,1302,44.2,3.4,8.2,0.0,44.2,48201413201,48,201,413201
3603,3473,2033,228,49,980,0,183,130,476,1836,41.5,3.6,9.2,0.0,45.7,48201413202,48,201,413202
6315,6155,3880,1049,40,1007,0,179,160,531,3537,53.0,3.9,7.3,1.5,34.2,48201413300,48,201,413300
2304,2300,634,877,0,355,54,380,4,719,309,34.9,2.3,17.8,3.5,41.5,48201420100,48,201,420100
2072,1928,951,41,13,169,0,754,144,1062,682,44.2,2.6,15.6,2.8,34.7,48201420200,48,201,420200
2817,2730,1996,543,0,133,0,58,87,323,1795,48.6,4.8,17.1,0.6,28.9,48201420300,48,201,420300
2971,2960,2383,186,0,269,36,86,11,394,2092,46.5,7.4,9.7,1.7,34.7,48201420400,48,201,420400
2648,2648,1690,498,0,42,0,418,0,1846,231,37.8,3.9,6.2,4.9,47.1,48201420500,48,201,420500
1875,1820,1233,205,9,164,0,209,55,374,1058,54.2,7.0,11.1,3.0,24.6,48201420600,48,201,420600
2146,2127,1779,103,0,245,0,0,19,271,1508,67.4,5.8,9.0,0.0,17.8,48201420700,48,201,420700
1746,1738,1371,46,0,312,9,0,8,156,1215,71.4,2.9,6.4,0.4,18.9,48201420800,48,201,420800
5636,5560,4264,98,28,1169,0,1,76,439,3826,78.8,2.8,2.0,0.0,16.4,48201420900,48,201,420900
2362,2329,1790,58,0,462,0,19,33,154,1649,68.8,4.9,6.8,0.3,19.2,48201421000,48,201,421000
2579,2541,1501,405,0,459,0,176,38,1162,524,30.6,1.4,12.0,5.3,50.8,48201421101,48,201,421101
3672,3672,2402,808,11,100,0,351,0,2552,246,43.5,1.4,6.3,6.3,42.5,48201421102,48,201,421102
4346,4265,2661,977,21,215,0,391,81,2910,203,39.2,1.7,6.6,6.0,46.4,48201421201,48,201,421201
3855,3827,2847,340,0,27,0,613,28,3445,112,35.1,3.9,5.5,5.6,49.9,48201421202,48,201,421202
5460,5039,2680,997,22,1073,0,267,421,2277,717,47.2,2.3,10.0,1.3,39.3,48201421300,48,201,421300
2654,2572,1565,512,0,117,0,378,82,1648,214,43.9,0.8,7.6,3.7,44.0,48201421401,48,201,421401
2677,2677,2025,165,24,98,0,365,0,2364,91,42.2,2.7,3.0,3.7,48.4,48201421402,48,201,421402
3258,3258,2532,420,29,78,0,199,0,2694,131,52.8,3.6,4.8,4.5,34.4,48201421403,48,201,421403
6082,5903,3207,1731,11,746,0,208,179,3007,403,45.6,2.4,8.9,4.4,38.7,48201421500,48,201,421500
5106,5070,3989,626,15,261,0,179,36,3872,365,36.9,1.7,8.7,8.6,44.1,48201421600,48,201,421600
3578,3495,2502,282,11,408,0,292,83,1280,1549,54.6,4.8,6.8,4.5,29.3,48201421700,48,201,421700
3709,3637,1857,1162,0,365,0,253,72,588,1539,36.3,5.0,21.8,2.4,34.5,48201421800,48,201,421800
2018,1991,1723,56,0,212,0,0,27,145,1594,72.5,7.8,7.7,1.4,10.6,48201421900,48,201,421900
2093,2064,1586,115,0,353,0,10,29,186,1400,60.2,2.8,8.2,2.7,26.2,48201422000,48,201,422000
4363,4340,2404,664,14,231,0,1027,23,1778,1647,48.1,5.6,9.9,2.7,33.8,48201422100,48,201,422100
4048,3981,943,2492,0,8,0,538,67,1337,182,22.6,3.5,14.8,3.2,55.9,48201422200,48,201,422200
5740,5740,904,2950,0,773,0,1113,0,1607,431,29.8,6.5,12.4,2.3,49.1,48201422301,48,201,422301
1521,1488,633,739,0,23,0,93,33,327,412,31.3,6.2,14.0,3.4,45.0,48201422302,48,201,422302
2995,2900,741,1460,0,370,0,329,95,764,319,28.4,12.7,17.1,5.8,36.0,48201422401,48,201,422401
4889,4877,2578,582,0,140,0,1577,12,3154,1005,48.1,3.3,7.0,3.0,38.6,48201422402,48,201,422402
5155,5086,1706,1316,152,175,0,1737,69,2111,1452,38.9,3.7,8.4,3.5,45.5,48201422500,48,201,422500
5084,5084,3911,408,0,221,0,544,0,2838,1594,42.1,4.5,12.1,1.9,39.5,48201422600,48,201,422600
4305,4293,3650,93,0,208,0,342,12,3451,541,39.2,3.2,9.6,4.6,43.5,48201422701,48,201,422701
2764,2754,2375,5,0,182,0,192,10,1799,768,43.6,4.3,16.8,1.3,34.2,48201422702,48,201,422702
4265,4159,2843,858,1,253,0,204,106,1950,1206,34.1,6.1,10.0,2.9,47.0,48201422800,48,201,422800
3080,2989,2211,512,9,148,0,109,91,1881,465,35.0,3.3,15.9,3.0,42.8,48201422900,48,201,422900
4185,3988,2724,668,69,127,0,400,197,2884,445,49.4,1.5,7.9,2.3,38.9,48201423000,48,201,423000
1850,1850,1186,467,0,0,0,197,0,1354,29,48.2,0.4,8.7,4.8,37.9,48201423100,48,201,423100
2962,2934,1428,610,11,358,0,527,28,1137,865,42.4,3.5,15.3,1.1,37.7,48201423201,48,201,423201
5867,5775,1858,2278,0,43,0,1596,92,2905,614,26.5,4.8,11.3,3.3,54.1,48201423202,48,201,423202
3743,3664,1755,1245,9,225,0,430,79,1030,1189,45.7,4.4,10.7,2.2,37.0,48201423301,48,201,423301
4232,4194,1291,2272,0,160,0,471,38,922,891,37.0,6.0,15.5,3.0,38.5,48201423302,48,201,423302
4512,4512,1475,2276,23,253,0,485,0,1228,746,48.3,5.9,13.1,2.0,30.9,48201423401,48,201,423401
3900,3848,555,2131,15,824,0,323,52,856,36,40.8,3.1,10.3,1.7,44.1,48201423402,48,201,423402
1795,1785,980,424,0,183,0,198,10,463,719,45.5,6.1,11.4,2.8,34.2,48201423500,48,201,423500
5729,5708,1831,2925,0,296,0,656,21,1778,709,52.1,11.6,7.8,2.9,25.5,48201423600,48,201,423600
5167,4875,4051,336,20,350,0,118,292,921,3324,40.9,9.2,12.8,1.8,35.4,48201430100,48,201,430100
1250,1227,966,63,0,82,0,116,23,323,759,46.9,2.6,17.1,0.6,32.8,48201430200,48,201,430200
3668,3639,3383,0,11,220,0,25,29,165,3243,70.1,4.1,3.8,0.0,22.0,48201430300,48,201,430300
2872,2849,2463,21,0,355,0,10,23,194,2269,76.1,3.2,2.4,0.0,18.3,48201430400,48,201,430400
2060,2000,1625,45,0,295,0,35,60,354,1302,66.4,2.8,7.0,0.0,23.8,48201430500,48,201,430500
3038,3021,2481,5,15,502,0,18,17,303,2180,72.2,2.2,3.3,0.4,21.9,48201430600,48,201,430600
3061,2938,2048,104,0,767,0,19,123,196,1871,57.5,7.1,11.3,2.8,21.2,48201430700,48,201,430700
4701,4682,3549,71,0,1041,0,21,19,623,2947,64.1,2.9,9.1,0.3,23.7,48201430800,48,201,430800
4395,4358,3441,19,0,898,0,0,37,547,2894,67.1,1.9,15.1,0.5,15.3,48201430900,48,201,430900
4800,4723,4218,127,0,294,0,84,77,707,3639,61.3,5.2,8.7,1.8,23.1,48201431000,48,201,431000
3628,3609,1878,1266,0,393,0,72,19,411,1467,29.9,2.9,20.1,5.7,41.5,48201431101,48,201,431101
3534,3513,2050,1079,0,343,0,41,21,740,1484,27.9,7.6,16.9,0.0,47.6,48201431102,48,201,431102
3341,3280,1782,1038,0,237,0,223,61,928,1090,38.3,4.6,3.4,0.1,53.5,48201431201,48,201,431201
4478,4297,2636,603,43,916,0,99,181,613,2179,53.1,5.9,5.0,0.9,35.0,48201431202,48,201,431202
4920,4688,3267,699,24,436,0,262,232,1558,2150,26.9,9.1,29.0,1.2,33.7,48201431301,48,201,431301
3506,3441,2973,163,0,172,0,133,65,511,2617,56.0,3.0,12.5,0.7,27.7,48201431302,48,201,431302
1676,1664,1252,110,14,238,0,50,12,313,1015,29.4,6.5,19.6,0.8,43.7,48201431401,48,201,431401
2954,2920,2216,111,0,538,0,55,34,427,1833,39.8,1.4,13.4,0.3,45.0,48201431402,48,201,431402
4252,4184,3399,227,0,432,0,126,68,417,3137,41.7,5.4,17.1,0.6,35.1,48201431501,48,201,431501
3102,2809,2284,121,0,365,0,39,293,141,2222,54.4,3.8,13.5,1.3,27.0,48201431502,48,201,431502
2624,2613,2525,25,0,45,0,18,11,213,2330,61.5,8.5,14.6,0.6,14.8,48201431600,48,201,431600
4256,4102,3626,284,0,146,0,46,154,390,3398,55.6,7.4,11.1,0.0,25.8,48201431700,48,201,431700
3125,3083,2181,157,0,732,0,13,42,316,1874,58.0,3.8,8.4,0.4,29.4,48201431801,48,201,431801
4206,4128,3071,219,0,817,0,21,78,882,2262,50.3,5.3,13.0,2.3,29.2,48201431802,48,201,431802
4299,3960,2473,224,0,1203,0,60,339,512,2021,39.9,5.4,10.8,1.6,42.3,48201431900,48,201,431900
3417,3257,2233,428,0,340,0,256,160,1037,1428,49.7,2.7,10.8,2.4,34.4,48201432001,48,201,432001
3748,3689,2013,893,0,272,0,511,59,1978,688,28.8,0.6,12.5,2.5,55.7,48201432002,48,201,432002
5028,4819,2575,1106,19,728,0,391,209,1496,1507,44.7,3.8,5.9,1.6,44.1,48201432100,48,201,432100
3743,3614,2401,770,0,100,72,271,129,1501,1259,52.2,3.6,12.0,1.3,30.9,48201432200,48,201,432200
5985,5763,2934,1839,0,490,0,500,222,2277,1229,39.0,2.7,13.5,6.9,37.9,48201432300,48,201,432300
5286,5156,2386,1780,0,647,0,343,130,1687,1135,38.6,0.5,14.5,5.9,40.5,48201432400,48,201,432400
4289,4142,2635,509,68,321,0,609,147,2224,1176,36.3,3.9,9.4,2.8,47.5,48201432500,48,201,432500
1555,1494,1063,293,5,95,0,38,61,557,539,51.3,3.7,5.3,4.5,35.2,48201432600,48,201,432600
4335,4311,3300,298,41,21,0,651,24,3652,381,36.5,2.7,7.5,5.0,48.3,48201432701,48,201,432701
3418,3359,2235,434,0,304,0,386,59,1399,1221,43.5,2.6,6.4,2.7,44.8,48201432702,48,201,432702
3723,3671,1571,675,50,417,0,958,52,2147,384,35.3,1.8,10.8,4.1,48.0,48201432801,48,201,432801
4761,4675,1946,865,41,509,0,1314,86,2978,379,31.2,5.6,13.2,4.6,45.4,48201432802,48,201,432802
2168,2168,1171,260,16,12,0,709,0,1531,365,34.8,3.0,11.7,5.8,44.7,48201432901,48,201,432901
4930,4898,1995,507,0,965,0,1431,32,3081,520,40.9,3.1,9.5,2.6,43.9,48201432902,48,201,432902
4434,4434,1719,369,0,790,44,1512,0,3078,177,38.9,4.2,2.8,2.0,52.2,48201433001,48,201,433001
2740,2740,1042,178,15,713,0,792,0,1692,118,29.2,3.3,5.8,3.2,58.6,48201433002,48,201,433002
4275,4275,989,431,0,1376,0,1479,0,2446,22,37.4,5.2,6.4,4.3,46.7,48201433003,48,201,433003
2586,2574,1015,380,0,49,0,1130,12,2131,36,35.3,0.0,4.7,4.8,55.2,48201433100,48,201,433100
4019,3948,1237,650,0,1793,0,268,71,922,590,45.5,4.7,11.7,4.5,33.7,48201433201,48,201,433201
3449,3436,1237,226,27,843,13,1090,13,1866,496,35.1,4.1,7.9,6.9,46.0,48201433202,48,201,433202
4071,4047,2416,201,0,884,0,546,24,1633,1343,50.5,4.0,6.8,1.9,36.8,48201433300,48,201,433300
3442,3426,1664,592,0,338,0,832,16,2076,432,42.8,2.6,5.6,4.5,44.5,48201433400,48,201,433400
3976,3916,1741,564,54,60,0,1497,60,3228,158,34.8,0.9,3.6,6.6,54.1,48201433501,48,201,433501
5290,5139,2267,1019,34,378,0,1441,151,3695,260,36.5,2.3,7.5,6.1,47.6,48201433502,48,201,433502
4826,4587,1408,1782,0,188,0,1209,239,2616,180,37.1,1.1,7.5,4.2,50.0,48201433600,48,201,433600
6283,6240,2162,2200,40,608,24,1206,43,2388,1020,35.0,5.0,11.1,2.5,46.3,48201440100,48,201,440100
1512,1498,1296,15,0,161,0,26,14,252,1084,65.3,6.5,9.9,0.4,17.9,48201450100,48,201,450100
3867,3838,3119,229,0,428,0,62,29,401,2847,63.9,5.7,7.3,1.3,21.9,48201450200,48,201,450200
6548,6376,4182,971,108,638,0,477,172,2349,2525,49.0,5.3,9.5,1.2,34.9,48201450300,48,201,450300
3612,3460,1897,1149,0,168,0,246,152,861,1325,37.7,2.5,14.2,2.4,43.2,48201450400,48,201,450400
2340,2260,1903,114,18,225,0,0,80,397,1532,69.1,5.6,3.7,0.3,21.3,48201450500,48,201,450500
3163,2966,2314,380,1,235,0,36,197,281,2070,56.6,3.4,9.4,2.1,28.5,48201450600,48,201,450600
4479,4418,4219,24,26,132,0,17,61,203,4033,75.7,3.5,3.3,0.0,17.4,48201450700,48,201,450700
1323,1285,941,276,0,38,0,30,38,225,770,36.4,2.2,12.4,2.1,46.9,48201450801,48,201,450801
6059,5715,3185,1754,0,379,0,397,344,1475,2086,38.3,1.5,15.2,2.5,42.5,48201450802,48,201,450802
2660,2566,1737,533,0,272,0,24,94,228,1544,45.6,3.8,9.8,0.0,40.8,48201450900,48,201,450900
4372,4227,2299,1344,0,264,0,320,145,1091,1528,56.0,2.0,8.9,2.3,30.8,48201451001,48,201,451001
4396,4358,1745,2152,0,237,0,224,38,1197,868,34.3,3.6,8.6,1.8,51.7,48201451002,48,201,451002
3202,3160,2289,611,0,218,0,42,42,452,1879,41.9,2.5,24.1,2.6,28.9,48201451100,48,201,451100
2086,2026,1833,21,0,98,0,74,60,288,1643,72.5,5.4,7.9,0.3,13.9,48201451200,48,201,451200
6381,6361,4295,1118,15,585,0,348,20,1377,3175,46.8,8.1,10.1,0.8,34.1,48201451300,48,201,451300
2801,2746,1956,493,8,208,0,81,55,555,1495,52.3,7.9,7.3,2.0,30.5,48201451401,48,201,451401
4245,4096,2675,1035,42,118,0,226,149,1463,1478,40.6,1.6,16.0,4.5,37.3,48201451402,48,201,451402
4795,4656,2037,1567,0,834,48,170,139,969,1238,36.5,2.4,8.4,3.7,48.9,48201451403,48,201,451403
4450,4367,2996,627,99,543,0,102,83,1092,1944,36.3,3.5,7.6,2.4,50.2,48201451500,48,201,451500
5407,5356,3462,575,21,1267,0,31,51,700,2807,67.5,15.1,5.9,0.2,11.2,48201451601,48,201,451601
7563,7345,4439,846,0,1735,0,325,218,1466,3398,58.2,2.7,6.3,1.5,31.3,48201451602,48,201,451602
3253,3178,1168,1343,70,548,0,49,75,571,677,24.6,5.1,19.4,2.1,48.8,48201451700,48,201,451700
4749,4636,2009,1597,34,532,12,452,113,1529,953,40.4,5.2,13.1,4.0,37.2,48201451800,48,201,451800
5821,5570,1972,2426,0,1004,0,168,251,1586,812,36.1,1.0,15.1,5.1,42.6,48201451901,48,201,451901
2151,2120,944,177,6,956,0,37,31,212,776,64.2,4.0,5.3,1.8,24.7,48201451902,48,201,451902
6617,6418,3200,2121,0,790,0,307,199,2127,1380,50.1,2.5,10.0,2.1,35.2,48201452000,48,201,452000
8766,8647,3540,3509,110,1240,0,248,119,1259,2493,45.6,4.6,12.9,4.3,32.6,48201452100,48,201,452100
4766,4721,1566,2266,49,528,0,312,45,1182,790,28.1,1.7,9.3,8.3,52.6,48201452201,48,201,452201
3042,3030,761,1722,0,273,0,274,12,632,449,26.7,2.5,14.5,2.4,53.9,48201452202,48,201,452202
2059,2059,653,240,0,794,0,372,0,853,171,44.3,5.7,8.8,0.3,40.8,48201452300,48,201,452300
5833,5764,2111,168,0,2272,0,1213,69,2975,397,46.0,2.7,11.0,8.7,31.6,48201452400,48,201,452400
6137,6090,2353,1260,0,1623,0,854,47,2857,475,49.0,3.6,7.1,4.5,35.9,48201452500,48,201,452500
6803,6491,1127,1599,39,2613,0,1113,312,1886,392,42.3,3.5,6.6,6.3,41.3,48201452600,48,201,452600
10722,10661,1993,3095,72,5012,0,489,61,2269,273,42.9,4.9,9.0,3.3,39.9,48201452700,48,201,452700
4434,4415,1218,1285,6,1723,0,183,19,1086,341,49.4,5.5,10.1,1.6,33.5,48201452801,48,201,452801
5358,5317,1536,1076,23,1701,0,981,41,2333,213,42.5,2.5,7.8,2.8,44.3,48201452802,48,201,452802
3580,3569,1270,375,0,738,0,1186,11,2116,351,45.4,1.8,7.8,4.1,40.8,48201452900,48,201,452900
6404,6340,2941,377,0,1254,0,1768,64,4563,293,44.2,5.0,7.2,3.9,39.7,48201453000,48,201,453000
3283,3254,1444,657,0,501,0,652,29,1806,290,34.7,4.7,10.6,6.2,43.8,48201453100,48,201,453100
6791,6724,2158,2569,21,820,0,1156,67,3120,327,31.6,2.0,9.6,7.7,49.2,48201453200,48,201,453200
2574,2532,791,1067,0,194,0,480,42,1132,188,31.2,4.0,12.5,4.7,47.7,48201453300,48,201,453300
2465,2458,1397,539,0,277,0,245,7,1306,344,37.3,1.8,9.5,7.1,44.2,48201453401,48,201,453401
6239,6180,2399,1592,0,1039,0,1150,59,2820,592,43.7,3.1,6.8,3.5,42.9,48201453402,48,201,453402
3456,3436,1177,1204,26,594,0,435,20,1438,168,42.4,6.9,8.7,5.5,36.5,48201453403,48,201,453403
5398,5293,2037,1232,0,1396,0,628,105,2378,376,42.1,4.6,9.6,3.4,40.4,48201453501,48,201,453501
2625,2602,1477,605,9,179,33,299,23,1472,320,42.1,4.1,4.6,3.3,46.0,48201453502,48,201,453502
1777,1766,635,480,29,244,0,378,11,931,122,31.7,6.1,14.7,2.6,44.9,48201453601,48,201,453601
6629,6533,2805,1432,0,1072,0,1224,96,3455,670,37.5,5.3,8.8,6.8,41.7,48201453602,48,201,453602
7217,7217,2510,2441,0,1001,0,1265,0,3026,799,33.3,6.5,6.4,4.5,49.3,48201453700,48,201,453700
3404,3384,1241,892,8,415,0,828,20,1944,145,36.3,6.1,8.4,4.4,44.9,48201453800,48,201,453800
8480,8397,2055,1703,108,4034,0,497,83,2399,310,56.7,2.2,5.0,0.8,35.2,48201453900,48,201,453900
4284,4077,1382,1268,0,1056,10,361,207,1361,462,54.6,5.5,4.7,3.3,31.9,48201454000,48,201,454000
3067,3021,1130,936,0,712,0,243,46,899,474,49.5,4.1,3.1,7.4,35.9,48201454100,48,201,454100
3644,3644,2349,932,0,141,0,222,0,1987,594,47.5,5.7,10.2,1.4,35.2,48201454200,48,201,454200
9181,8811,2395,4331,18,1317,0,750,370,2389,1123,40.3,6.4,12.3,2.8,38.2,48201454301,48,201,454301
5647,5380,2740,1201,93,707,0,639,267,2399,1313,54.9,4.4,8.2,2.7,29.8,48201454302,48,201,454302
742,742,255,344,11,116,0,16,0,118,153,58.8,1.8,9.4,4.0,26.0,48201454400,48,201,454400
7502,7373,5376,227,0,1600,0,170,129,724,4905,73.0,2.6,4.7,0.7,19.0,48201454501,48,201,454501
1986,1972,1307,126,0,530,0,9,14,172,1150,69.6,2.6,6.1,0.9,20.8,48201454502,48,201,454502
4081,4048,3536,268,0,244,0,0,33,1077,2459,51.9,9.2,13.3,2.4,23.2,48201454600,48,201,454600
5588,5384,4686,57,261,259,0,121,204,1065,3910,66.1,2.9,7.0,0.0,24.0,48201454700,48,201,454700
6431,6192,5020,189,128,350,0,505,239,2132,3559,51.9,6.8,12.9,3.1,25.3,48201454800,48,201,454800
9228,9089,6118,533,0,2222,0,216,139,2378,3962,63.3,3.9,5.6,0.9,26.3,48201454900,48,201,454900
2378,2320,2067,32,0,193,0,28,58,520,1575,58.1,1.7,6.0,1.2,33.1,48201455000,48,201,455000
5652,5382,4630,285,0,273,0,194,270,1837,3041,51.0,5.9,11.8,3.9,27.4,48201455101,48,201,455101
2463,2353,1849,103,0,349,0,52,110,428,1473,68.3,1.8,8.2,0.0,21.7,48201455102,48,201,455102
3520,3360,2877,294,77,88,0,24,160,935,2116,55.4,3.6,14.9,0.0,26.1,48201455200,48,201,455200
8722,8337,5827,1129,0,1046,0,335,385,2221,3961,51.7,3.0,9.4,1.6,34.3,48201455300,48,201,455300
