S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
5556,45.1,54.9,98.8,78.8,14.4,0.1,5.5,0.0,0.1,1.2,15.1,63.9,5238,14.0,8.6,5.5,4406,26.6,30.6,25.5,18.7,13.5,4406,15.9,11.1,14.2,12.3,9.5,8.1,5.0,10.4,26958,4966,48213951300,48,213,951300
6680,47.0,53.0,97.6,83.7,11.2,1.9,0.7,0.0,0.0,2.4,3.5,80.3,6362,2.3,1.7,0.6,5773,20.9,34.7,36.0,8.0,8.8,5773,14.3,11.0,15.9,14.4,12.8,9.9,2.4,8.6,26894,6678,48213951400,48,213,951400
6653,47.2,52.8,99.7,91.8,0.1,0.0,0.0,0.0,7.8,0.3,97.6,2.4,5847,89.7,50.6,39.1,4520,36.8,27.2,18.8,3.9,1.4,4520,27.7,16.0,14.6,7.0,5.3,2.5,2.2,2.6,13404,6638,48215020101,48,215,020101
9087,52.0,48.0,100.0,89.6,0.0,0.0,0.0,0.0,10.4,0.0,80.0,20.0,8475,77.0,50.4,26.6,7049,29.3,27.6,20.0,8.0,3.8,7049,16.9,10.5,18.6,10.3,11.2,2.8,2.7,8.7,21652,9043,48215020102,48,215,020102
8048,50.1,49.9,99.4,95.6,0.5,0.0,0.0,0.1,3.2,0.6,97.8,1.6,7693,95.6,64.1,31.5,6372,38.5,25.7,21.7,6.8,4.3,6372,25.3,12.6,12.9,9.5,4.6,2.7,2.1,6.5,15132,8048,48215020201,48,215,020201
7106,47.9,52.1,99.5,93.7,0.4,0.0,0.0,0.0,5.4,0.5,99.9,0.0,6393,91.4,58.3,33.0,5161,34.8,23.9,14.7,9.6,3.2,5161,18.4,14.4,12.6,8.0,11.3,5.8,1.5,5.0,17197,7106,48215020202,48,215,020202
8800,47.8,52.2,100.0,96.0,0.0,0.0,0.0,0.0,4.0,0.0,94.6,5.4,8035,89.5,48.3,41.2,6446,33.9,22.3,19.0,7.9,0.7,6446,16.9,13.3,18.0,6.6,8.3,5.1,2.4,4.2,18283,8800,48215020204,48,215,020204
5588,43.4,56.6,97.8,92.1,0.0,0.0,0.0,0.0,5.7,2.2,94.4,5.6,5035,88.2,56.7,31.4,4153,31.9,25.2,25.9,11.6,3.8,4153,22.6,10.9,16.5,9.4,5.0,6.2,1.2,2.1,16583,5588,48215020205,48,215,020205
10861,50.4,49.6,99.2,90.7,0.0,0.1,3.4,0.0,5.1,0.8,81.8,14.5,10213,73.0,52.4,20.6,8400,30.5,18.3,31.7,25.8,10.9,8400,13.5,6.5,11.1,6.8,10.5,6.4,4.0,16.5,34119,10821,48215020301,48,215,020301
9856,47.7,52.3,98.7,91.6,0.0,0.0,0.0,0.0,7.1,1.3,92.7,6.3,9034,71.3,53.4,17.9,7341,28.0,16.9,27.9,26.2,11.3,7341,20.1,5.7,11.0,9.9,10.3,10.9,4.0,11.4,30604,9856,48215020302,48,215,020302
9680,53.1,46.9,97.7,68.7,0.0,0.0,9.8,0.0,19.2,2.3,85.8,5.0,8832,84.5,48.1,36.3,7070,29.4,16.8,18.4,37.3,17.5,7070,12.7,6.1,6.3,8.2,10.9,6.1,2.1,18.4,38429,9529,48215020402,48,215,020402
5098,47.5,52.5,98.3,85.7,0.2,0.0,0.0,0.0,12.4,1.7,93.9,6.1,4667,82.3,47.5,34.9,3828,32.9,27.1,25.0,10.8,1.7,3828,21.5,18.7,9.9,12.6,7.1,6.4,1.2,3.3,15200,5092,48215020403,48,215,020403
5420,46.8,53.2,100.0,81.1,0.0,0.0,0.0,0.0,18.9,0.0,70.1,29.9,5057,64.4,36.6,27.8,4218,17.3,27.3,27.8,17.4,5.4,4218,23.7,11.5,14.4,16.5,10.4,3.6,1.4,6.8,19896,5420,48215020404,48,215,020404
5556,50.2,49.8,98.3,50.4,2.1,0.0,5.2,0.5,40.1,1.7,89.4,5.5,4981,87.6,40.8,46.8,4127,29.8,21.3,18.3,16.5,3.1,4127,25.6,9.9,20.0,12.3,8.0,4.6,1.8,2.1,16840,5556,48215020501,48,215,020501
11739,51.6,48.4,99.5,55.1,2.9,0.0,0.3,0.0,41.1,0.5,87.1,1.9,10864,94.1,49.0,45.1,8749,35.5,15.9,18.2,19.1,4.5,8749,24.6,11.2,14.7,4.9,8.3,2.9,0.8,7.0,15564,11739,48215020503,48,215,020503
7746,50.0,50.0,99.8,54.9,0.0,0.0,2.8,0.0,42.2,0.2,96.9,0.3,7117,94.8,38.1,56.8,5524,29.0,25.1,9.2,17.1,6.2,5524,27.3,10.8,17.3,8.1,6.5,3.7,0.0,6.5,15724,7746,48215020504,48,215,020504
2128,40.8,59.2,99.8,60.8,0.0,0.2,0.0,0.0,38.7,0.2,92.0,8.0,2088,87.5,36.2,51.2,1793,41.0,25.3,18.5,8.8,1.1,1793,36.7,20.9,16.4,4.6,4.4,2.7,0.2,0.0,11611,2128,48215020600,48,215,020600
11289,44.7,55.3,99.8,90.1,0.0,0.6,1.1,0.0,8.0,0.2,88.5,10.5,9898,74.7,53.5,21.2,7936,31.1,18.5,33.7,22.0,9.4,7936,17.0,7.8,11.0,8.1,8.2,12.7,3.9,10.6,29868,11289,48215020701,48,215,020701
7860,49.9,50.1,97.0,76.5,1.5,0.0,9.9,0.0,9.2,3.0,77.6,10.1,7455,75.0,52.7,22.3,6584,37.4,21.0,34.2,16.9,5.5,6584,19.9,9.3,13.1,10.6,8.2,5.9,4.8,7.9,22265,7686,48215020721,48,215,020721
5211,48.7,51.3,99.3,62.1,0.0,0.0,0.0,0.0,37.2,0.7,95.8,4.0,5033,92.1,54.8,37.3,4278,43.6,30.0,17.8,7.4,2.6,4278,24.2,19.8,13.4,6.6,7.3,3.6,2.1,0.7,13392,5211,48215020723,48,215,020723
4068,45.6,54.4,97.9,61.8,0.7,1.0,8.3,0.7,25.4,2.1,81.5,7.8,3817,81.9,55.6,26.3,3253,28.7,19.6,22.6,27.6,9.0,3253,12.7,6.0,16.2,9.3,8.1,7.1,4.5,13.2,29344,3960,48215020724,48,215,020724
4326,48.1,51.9,99.6,83.2,0.0,0.0,0.2,0.0,16.2,0.4,96.6,3.1,4022,88.4,55.7,32.6,3483,41.9,32.3,24.8,12.9,2.2,3483,20.6,9.1,19.8,13.6,9.0,5.1,1.6,2.1,19984,4326,48215020725,48,215,020725
7679,50.4,49.6,97.9,75.7,0.3,0.0,0.0,0.0,22.0,2.1,89.7,10.1,6948,76.0,41.2,34.8,5573,34.6,22.9,27.0,25.9,7.0,5573,19.7,9.8,17.6,8.7,9.8,6.3,0.9,7.8,20922,7679,48215020726,48,215,020726
6962,53.5,46.5,99.1,78.3,1.0,0.0,1.2,0.0,18.7,0.9,84.5,14.3,6528,69.6,39.2,30.4,5358,29.9,16.5,26.7,18.9,15.0,5358,17.3,11.5,12.7,9.5,8.1,8.1,6.3,11.6,25598,6946,48215020802,48,215,020802
4938,49.0,51.0,97.6,89.0,0.2,0.0,0.5,0.0,7.9,2.4,80.6,17.9,4507,54.1,37.9,16.3,4020,32.1,18.4,28.5,28.8,13.1,4020,12.6,8.4,11.6,5.8,16.8,9.8,5.9,10.3,37143,4917,48215020803,48,215,020803
4800,55.2,44.8,100.0,86.6,0.2,0.2,1.4,0.0,11.6,0.0,86.0,12.4,4229,75.1,44.6,30.4,3543,40.4,24.0,25.3,18.1,12.6,3543,17.8,8.3,17.4,8.0,10.1,7.6,1.6,9.6,22614,4774,48215020804,48,215,020804
5139,47.3,52.7,98.0,77.7,3.2,0.0,8.3,0.0,8.7,2.0,63.7,23.4,4740,66.6,51.4,15.2,4225,30.0,7.0,31.2,36.1,21.6,4225,13.6,5.3,7.3,10.0,11.0,13.1,2.5,20.5,43052,5130,48215020901,48,215,020901
5390,49.8,50.2,98.3,80.2,1.5,1.4,0.5,0.0,14.7,1.7,86.7,11.4,5045,74.1,59.9,14.2,4490,43.9,17.9,35.5,24.4,10.9,4490,17.8,6.4,13.4,11.7,16.3,12.2,3.1,5.4,31090,5369,48215020903,48,215,020903
4978,50.9,49.1,99.4,81.5,0.7,0.6,0.8,0.0,15.9,0.6,75.5,22.7,4516,55.8,32.8,23.0,4054,35.4,20.1,30.2,22.9,10.2,4054,18.9,10.4,14.4,12.2,11.1,7.8,4.4,7.8,24896,4956,48215020904,48,215,020904
6485,47.3,52.7,99.7,77.4,0.3,0.0,0.0,0.0,22.0,0.3,87.6,12.0,6038,78.9,46.3,32.5,5048,31.0,21.7,22.4,14.6,5.0,5048,22.7,18.5,18.0,6.5,8.6,3.3,0.0,4.9,15046,6302,48215021000,48,215,021000
2658,43.5,56.5,99.5,55.8,0.3,3.0,0.0,0.0,40.4,0.5,94.1,5.8,2460,88.9,40.1,48.9,2134,29.1,18.6,21.4,2.9,2.5,2134,31.6,19.9,19.0,6.2,3.9,2.1,1.4,2.7,12271,2572,48215021100,48,215,021100
3041,52.1,47.9,99.5,62.0,0.8,1.0,3.7,0.0,32.1,0.5,82.2,12.6,2878,80.4,40.1,40.3,2591,25.5,14.8,23.5,32.4,12.4,2591,11.4,8.6,19.0,6.7,10.9,11.5,0.8,15.0,28789,2951,48215021201,48,215,021201
5279,45.7,54.3,99.4,68.9,0.8,0.0,2.8,0.0,27.0,0.6,82.2,13.5,4633,79.6,47.2,32.3,3828,27.2,16.2,20.2,30.0,16.2,3828,12.5,13.5,13.4,9.3,10.0,7.8,3.1,14.1,26926,4984,48215021202,48,215,021202
15742,43.8,56.2,99.7,90.6,0.0,0.1,0.0,0.0,9.0,0.3,98.7,1.3,13781,93.0,47.8,45.2,10931,35.7,21.6,17.8,7.1,2.3,10931,24.9,10.0,14.5,9.1,3.8,3.4,1.9,2.6,15066,15742,48215021302,48,215,021302
9366,50.4,49.6,99.7,91.5,0.0,0.0,0.0,0.0,8.1,0.3,98.2,1.8,8185,96.2,49.6,46.6,6683,36.5,23.6,17.1,9.9,0.6,6683,22.1,11.0,10.2,8.3,6.9,5.6,0.2,1.9,15092,9366,48215021303,48,215,021303
6259,53.7,46.3,100.0,53.7,0.0,0.0,0.0,0.0,46.3,0.0,99.3,0.6,5816,96.6,49.7,46.9,4540,34.6,24.5,15.3,21.0,2.7,4540,23.9,11.0,14.7,8.2,5.4,8.0,1.1,3.3,16311,6231,48215021304,48,215,021304
8129,54.8,45.2,99.6,51.5,0.0,0.1,0.0,0.1,48.0,0.4,99.7,0.3,7718,96.6,48.8,47.8,6177,36.2,15.6,24.9,15.4,3.7,6177,19.5,13.8,20.3,6.1,4.7,3.7,2.5,4.2,16620,8129,48215021305,48,215,021305
5983,46.3,53.7,98.4,96.3,0.2,0.0,0.0,0.0,2.0,1.6,96.8,3.2,5108,87.2,51.9,35.2,4054,39.6,27.3,19.2,11.7,4.0,4054,23.9,11.7,10.5,12.7,6.7,5.4,2.4,3.6,16686,5940,48215021401,48,215,021401
5340,49.0,51.0,99.8,95.6,0.6,0.0,0.9,0.0,2.7,0.2,87.4,11.6,4669,72.8,45.7,27.1,3891,30.1,24.1,29.7,17.7,9.1,3891,16.7,8.6,17.4,10.8,12.3,7.8,3.6,6.1,24277,5334,48215021403,48,215,021403
10116,47.4,52.6,100.0,96.3,0.2,0.0,0.6,0.0,3.0,0.0,84.2,15.1,9582,73.5,47.1,26.4,7760,26.0,30.9,27.1,17.7,4.9,7760,14.9,9.9,10.3,16.5,12.7,6.9,2.0,7.7,26712,10116,48215021404,48,215,021404
4066,48.5,51.5,100.0,91.7,0.0,0.1,0.0,0.0,8.1,0.0,100.0,0.0,3660,88.6,49.6,38.9,2898,38.0,31.0,16.5,6.7,0.4,2898,25.3,13.5,16.3,8.5,6.6,3.5,1.0,1.4,14711,4044,48215021500,48,215,021500
4032,48.3,51.7,98.7,96.1,0.0,0.0,0.0,0.0,2.6,1.3,97.0,3.0,3677,87.5,45.0,42.4,3025,32.7,22.2,16.7,4.6,0.6,3025,20.4,15.0,17.1,6.1,7.5,2.1,1.7,0.4,14934,4032,48215021600,48,215,021600
10829,48.4,51.6,98.1,93.1,0.3,0.0,1.1,0.0,3.6,1.9,93.7,4.7,9518,84.3,56.5,27.9,7339,37.3,24.6,33.0,14.2,3.9,7339,16.9,11.3,12.8,9.2,12.2,8.2,2.0,7.0,23972,10712,48215021701,48,215,021701
12629,45.8,54.2,99.8,95.6,0.0,0.0,0.0,0.0,4.2,0.2,93.6,6.3,11471,85.9,50.6,35.3,8813,30.9,27.0,29.9,10.2,4.5,8813,22.4,9.8,11.8,9.2,12.1,10.4,0.4,3.4,21551,12629,48215021702,48,215,021702
5254,46.4,53.6,98.3,94.0,0.0,0.0,0.0,0.0,4.3,1.7,99.2,0.8,4886,88.3,49.4,38.9,3670,34.4,32.1,15.9,9.2,1.0,3670,15.8,10.5,14.6,12.0,9.5,3.6,1.9,2.7,20767,5254,48215021803,48,215,021803
3868,49.1,50.9,100.0,96.9,0.1,0.0,0.0,0.0,3.0,0.0,98.2,1.8,3424,87.8,50.4,37.4,3040,33.6,28.7,17.0,7.7,1.9,3040,25.3,13.8,13.9,6.3,9.0,6.8,3.8,1.8,16018,3744,48215021804,48,215,021804
9965,49.9,50.1,94.6,90.0,0.0,0.0,0.0,0.0,4.6,5.4,98.7,1.3,8951,86.9,51.8,35.1,7576,38.7,24.9,24.0,11.6,2.6,7576,20.5,10.5,17.3,9.0,5.0,6.1,1.0,3.1,16869,9965,48215021805,48,215,021805
8596,45.7,54.3,100.0,97.1,0.0,0.0,0.0,0.0,2.9,0.0,99.8,0.2,7557,83.8,51.5,32.3,5825,43.1,21.9,22.6,8.2,0.5,5825,18.5,12.8,13.8,11.0,4.4,4.8,1.6,4.0,18645,8596,48215021806,48,215,021806
8620,46.2,53.8,96.5,91.6,0.0,0.0,0.0,0.0,4.9,3.5,89.6,10.4,7842,80.0,41.2,38.8,6396,33.2,22.0,22.9,8.9,1.6,6396,24.7,13.8,14.8,7.7,5.1,4.3,1.9,2.5,14631,8620,48215021901,48,215,021901
5365,45.4,54.6,99.3,96.8,0.6,0.0,0.3,0.0,1.6,0.7,97.2,2.2,4481,86.5,46.1,40.4,3513,29.1,31.7,13.8,8.6,2.8,3513,23.5,16.1,11.8,13.5,7.8,3.8,1.2,3.5,15394,5299,48215021903,48,215,021903
4797,48.3,51.7,99.5,96.7,0.0,0.0,0.0,0.0,2.8,0.5,86.3,13.7,4363,77.6,47.2,30.4,3679,27.4,28.2,22.9,8.2,1.9,3679,19.2,9.2,13.3,13.9,10.3,5.0,1.2,5.3,23451,4797,48215021904,48,215,021904
14053,47.6,52.4,100.0,95.5,0.1,0.3,0.0,0.0,4.1,0.0,93.4,6.3,12892,80.1,55.4,24.7,10195,36.5,26.5,25.7,10.6,6.7,10195,20.5,7.4,10.6,11.2,7.3,8.0,3.3,7.2,24194,14026,48215022001,48,215,022001
6147,49.7,50.3,100.0,98.1,0.0,0.0,0.0,0.0,1.9,0.0,83.0,17.0,5886,79.5,49.4,30.1,4492,29.5,28.7,23.1,8.4,2.2,4492,16.8,9.6,13.8,10.0,10.9,7.3,2.7,3.7,19779,6147,48215022003,48,215,022003
9031,51.7,48.3,100.0,94.0,0.2,0.0,0.0,0.0,5.8,0.0,93.7,6.3,8173,81.4,49.0,32.5,6022,36.3,32.1,17.7,5.6,0.9,6022,23.8,6.7,14.0,6.0,9.8,7.6,2.5,3.2,19920,8986,48215022004,48,215,022004
5605,51.4,48.6,94.9,81.6,0.5,0.0,0.0,0.0,12.8,5.1,84.8,14.7,5104,75.6,50.9,24.6,4390,29.7,35.0,24.0,6.8,4.9,4390,21.2,10.9,17.9,8.2,10.5,3.5,1.3,3.2,18689,5605,48215022103,48,215,022103
13840,47.4,52.6,90.9,75.2,0.0,0.0,0.0,0.0,15.8,9.1,99.3,0.7,12448,91.8,56.9,35.0,8937,38.0,15.6,20.0,6.6,1.9,8937,17.9,12.3,10.9,7.0,6.1,3.1,2.1,2.6,15410,13840,48215022104,48,215,022104
3513,38.6,61.4,91.7,81.0,0.0,0.0,0.0,0.0,10.6,8.3,100.0,0.0,3022,87.0,51.5,35.5,2520,41.2,19.1,33.7,4.7,1.1,2520,24.8,17.6,14.7,10.9,5.4,4.4,0.5,2.0,13967,3513,48215022105,48,215,022105
7309,52.9,47.1,99.5,86.3,0.0,0.0,0.0,0.0,13.2,0.5,93.1,6.9,6542,84.3,47.8,36.5,4961,37.0,27.3,22.9,7.5,1.0,4961,23.6,13.0,20.0,5.2,4.1,3.6,1.7,2.8,15166,7309,48215022106,48,215,022106
7081,50.0,50.0,99.3,87.7,0.0,0.1,0.0,0.0,11.5,0.7,94.7,5.3,6497,88.1,56.7,31.4,5158,36.1,17.1,26.7,14.7,2.2,5158,16.6,10.5,18.0,9.2,8.0,5.2,0.8,6.6,21642,7081,48215022201,48,215,022201
4742,50.7,49.3,98.0,88.5,0.0,0.0,2.0,0.0,7.4,2.0,92.9,4.2,4320,92.4,55.5,36.9,3645,38.3,28.5,25.4,4.4,0.3,3645,27.2,11.6,19.8,8.6,5.1,4.8,0.4,1.6,15321,4742,48215022203,48,215,022203
5961,50.8,49.2,95.3,75.7,0.0,0.7,0.0,0.0,18.9,4.7,97.0,1.6,5118,90.0,51.8,38.2,4047,32.7,23.4,24.8,7.6,0.6,4047,19.0,17.8,11.3,11.2,6.4,4.1,0.9,3.2,15124,5961,48215022204,48,215,022204
11144,50.7,49.3,97.3,89.9,2.3,0.1,0.0,0.0,4.9,2.7,83.4,14.3,10019,73.1,52.7,20.3,8162,32.9,18.1,36.0,23.5,8.7,8162,15.2,5.9,17.3,13.6,8.9,9.4,6.2,8.4,26750,11066,48215022300,48,215,022300
4775,56.4,43.6,97.3,83.2,0.0,0.0,0.6,0.0,13.5,2.7,96.2,3.1,4157,82.3,49.9,32.4,3275,32.8,23.3,21.6,13.3,4.9,3275,23.1,9.4,14.9,10.5,7.0,8.9,2.0,3.3,19264,4747,48215022401,48,215,022401
6991,51.0,49.0,98.6,86.3,0.0,0.7,1.4,0.0,10.1,1.4,96.6,1.8,6390,75.9,51.3,24.6,4999,33.8,24.9,32.5,12.8,5.5,4999,20.1,10.6,14.2,6.6,5.5,8.4,6.1,6.5,20087,6969,48215022402,48,215,022402
6808,49.2,50.8,95.5,69.0,0.2,0.0,0.0,0.0,26.3,4.5,98.8,1.0,6224,91.1,55.8,35.4,4810,32.8,27.1,21.6,6.9,1.4,4810,26.1,9.9,19.6,7.3,7.2,4.0,0.7,2.5,15979,6794,48215022501,48,215,022501
5701,49.7,50.3,99.7,88.1,0.0,1.8,1.4,0.0,8.4,0.3,96.3,1.4,5146,91.5,61.0,30.5,4062,35.3,20.6,30.5,11.9,2.5,4062,20.5,8.8,18.2,11.0,10.5,3.7,1.3,3.4,19052,5637,48215022502,48,215,022502
1972,44.9,55.1,95.6,83.2,0.0,6.5,0.0,0.0,5.9,4.4,98.8,1.2,1842,94.4,45.5,48.9,1685,30.1,24.5,18.5,5.4,0.8,1685,30.9,12.9,15.4,4.8,9.5,3.7,1.5,2.0,14281,1972,48215022600,48,215,022600
5110,48.7,51.3,95.3,82.5,0.7,0.0,0.8,0.0,11.3,4.7,73.4,25.8,4760,62.8,36.3,26.5,4209,31.1,29.4,23.4,13.5,9.3,4209,22.9,10.8,16.0,13.9,10.1,5.5,1.7,4.4,20962,4758,48215022701,48,215,022701
4987,47.4,52.6,97.3,86.6,0.0,0.8,2.3,0.0,7.5,2.7,86.3,10.9,4613,70.9,36.2,34.7,3792,31.1,22.8,29.6,7.0,6.3,3792,27.1,10.2,17.0,7.6,6.3,3.5,1.1,4.3,15470,4987,48215022702,48,215,022702
9717,52.6,47.4,95.1,76.3,0.0,0.0,0.0,0.0,18.8,4.9,96.9,3.1,8915,90.6,48.4,42.2,7647,35.1,24.6,22.1,11.2,4.5,7647,19.9,6.5,19.2,8.5,7.4,5.4,2.5,7.4,19536,9717,48215022800,48,215,022800
4136,48.0,52.0,95.0,85.2,0.0,0.3,0.0,0.0,9.5,5.0,88.2,11.7,3751,79.5,49.9,29.6,3130,27.1,34.9,23.6,9.2,4.5,3130,23.7,12.6,17.4,10.8,11.1,4.1,2.4,2.9,17700,4136,48215022900,48,215,022900
5776,43.6,56.4,98.7,91.5,0.5,0.1,0.0,0.0,6.6,1.3,94.4,5.1,5245,78.3,52.4,25.9,4142,33.8,28.1,30.5,6.4,8.2,4142,24.4,9.9,15.1,9.4,8.6,6.9,0.3,5.6,18840,5767,48215023000,48,215,023000
8077,53.2,46.8,91.1,67.9,0.0,0.0,0.0,0.0,23.2,8.9,98.1,1.9,7675,90.8,59.2,31.6,5935,39.6,23.9,20.3,4.1,1.9,5935,22.1,9.0,17.2,10.7,6.3,3.3,1.1,1.6,18292,8077,48215023102,48,215,023102
8030,46.6,53.4,95.9,78.9,0.3,0.4,0.0,0.0,16.3,4.1,97.0,2.7,6903,86.0,51.0,35.0,4836,38.2,21.8,22.5,10.2,2.5,4836,22.2,10.7,14.3,7.2,7.8,7.2,1.0,1.6,16385,7946,48215023103,48,215,023103
5247,48.1,51.9,95.8,77.9,0.0,0.0,0.0,0.0,18.0,4.2,97.3,2.7,4595,83.7,50.0,33.8,3574,36.8,20.9,29.3,3.4,1.2,3574,30.4,13.8,13.7,7.4,6.5,2.7,0.4,0.3,12462,5221,48215023104,48,215,023104
8737,45.8,54.2,100.0,98.7,0.0,0.1,0.0,0.0,1.3,0.0,97.2,2.7,7634,88.1,47.1,40.9,6057,25.9,27.3,23.3,5.8,2.2,6057,22.0,12.2,16.7,13.6,6.1,3.1,3.1,1.4,17807,8737,48215023503,48,215,023503
10234,50.6,49.4,98.8,93.1,0.3,0.4,0.5,0.0,4.4,1.2,93.4,5.4,9434,80.0,51.2,28.8,7508,33.8,18.5,31.9,17.9,5.6,7508,20.2,10.9,12.7,10.0,9.5,6.5,1.7,7.0,20600,10176,48215023504,48,215,023504
10104,49.3,50.7,100.0,91.9,0.6,0.1,0.0,0.0,7.4,0.0,97.2,2.1,9242,88.6,48.6,40.0,7049,33.0,22.5,14.3,9.1,3.8,7049,24.3,9.2,16.3,9.0,6.2,5.9,1.8,4.2,16541,10104,48215023507,48,215,023507
13329,50.8,49.2,98.8,87.0,1.5,0.5,4.6,0.2,5.2,1.2,81.9,11.4,12526,61.1,47.7,13.4,9692,31.7,19.1,33.2,22.6,16.3,9692,14.7,2.9,14.8,8.7,9.2,10.1,5.5,16.2,34777,13288,48215023509,48,215,023509
9887,53.7,46.3,96.1,75.7,1.5,0.0,3.5,0.0,15.4,3.9,74.2,19.5,9161,60.5,43.2,17.3,7336,31.7,15.4,28.9,25.0,15.5,7336,17.8,7.8,8.7,6.9,10.5,7.0,3.3,17.1,31584,9887,48215023510,48,215,023510
12023,50.8,49.2,97.5,92.3,0.0,0.0,0.2,0.0,5.1,2.5,97.9,1.8,10362,90.9,43.0,47.9,7987,27.1,23.0,16.2,7.1,0.5,7987,21.4,10.0,15.6,7.6,7.3,4.5,2.5,2.5,17598,12000,48215023511,48,215,023511
5133,94.1,5.9,98.4,55.2,16.3,0.4,0.0,0.0,26.5,1.6,68.4,14.3,5124,61.9,43.9,17.9,5078,52.7,36.5,21.5,2.2,0.2,5078,14.4,3.0,6.7,2.2,1.9,0.9,0.2,0.8,10934,344,48215023512,48,215,023512
9111,47.1,52.9,94.7,88.0,0.0,0.0,1.0,0.0,5.8,5.3,95.4,3.6,8042,85.0,56.4,28.6,5563,33.3,20.5,19.2,12.0,3.5,5563,18.9,6.8,16.0,9.2,10.7,3.5,1.3,7.5,21615,9074,48215023513,48,215,023513
9157,48.1,51.9,95.2,84.8,1.1,0.0,0.0,0.0,9.4,4.8,98.5,1.5,8506,92.4,51.3,41.1,6257,35.6,26.8,20.6,6.0,0.9,6257,21.0,9.5,21.3,6.2,6.7,3.9,1.2,2.9,18428,9157,48215023514,48,215,023514
13923,49.6,50.4,97.6,92.0,0.0,0.0,0.0,0.0,5.6,2.4,97.5,2.4,12345,92.5,54.2,38.3,9838,41.4,24.0,23.6,8.0,3.4,9838,17.7,9.8,17.5,10.7,4.7,6.4,2.5,3.4,18694,13923,48215023515,48,215,023515
9183,46.6,53.4,98.1,92.6,0.2,0.0,0.0,0.0,5.3,1.9,95.1,4.2,8205,86.8,54.9,31.9,6694,35.9,25.0,18.3,12.8,5.0,6694,18.8,6.2,15.1,7.8,11.7,7.8,1.8,5.8,22188,9094,48215023600,48,215,023600
5569,52.3,47.7,98.9,93.7,0.0,0.0,0.3,0.0,4.8,1.1,97.1,2.2,4760,85.7,49.9,35.8,3684,40.1,23.7,27.9,9.0,1.4,3684,28.9,13.8,11.3,8.8,9.8,4.5,1.8,2.6,14296,5569,48215023700,48,215,023700
12032,45.0,55.0,99.9,90.1,0.2,0.6,0.6,0.0,8.4,0.1,94.9,3.6,10920,83.1,53.8,29.3,8531,45.1,16.1,22.5,18.7,4.8,8531,22.0,8.9,14.6,9.0,12.1,5.6,2.5,3.5,19822,11704,48215023801,48,215,023801
10330,52.0,48.0,99.4,97.0,0.0,0.0,0.3,0.0,2.1,0.6,89.8,9.7,9575,71.7,52.4,19.3,7478,34.3,24.0,28.7,22.2,8.9,7478,19.1,7.0,16.6,10.3,8.0,11.4,3.1,7.9,24327,10307,48215023802,48,215,023802
15741,47.3,52.7,99.4,79.7,2.5,0.0,7.0,0.0,10.3,0.6,83.9,6.5,14542,73.1,59.9,13.1,11894,38.2,16.6,26.6,22.3,22.0,11894,18.6,7.1,8.9,6.9,9.4,11.0,5.0,16.3,35056,15585,48215023902,48,215,023902
4219,53.4,46.6,99.8,89.9,2.2,1.4,0.0,0.0,6.4,0.2,85.9,10.7,3959,73.3,54.9,18.4,3265,44.5,27.6,31.8,12.5,8.3,3265,22.5,12.8,12.9,11.9,7.4,6.2,2.4,3.4,18816,4158,48215023903,48,215,023903
9197,49.2,50.8,98.9,86.7,1.2,0.2,7.9,0.0,2.9,1.1,82.1,10.3,8398,63.4,50.4,13.0,6630,40.5,15.5,33.7,25.4,19.4,6630,15.3,7.9,13.5,13.0,10.6,10.1,7.0,10.9,29954,9157,48215023904,48,215,023904
17384,46.6,53.4,99.0,86.1,3.4,1.1,0.5,0.0,8.0,1.0,88.4,8.0,15749,71.0,55.0,16.0,12953,51.6,28.6,27.3,16.2,9.2,12953,24.0,8.1,14.6,12.0,9.1,6.4,2.8,4.5,20849,16643,48215024000,48,215,024000
9771,47.4,52.6,99.3,95.0,0.1,0.0,0.0,0.0,4.2,0.7,95.8,4.2,9187,90.4,53.9,36.5,7370,33.0,26.9,24.0,9.8,4.6,7370,24.7,13.9,15.1,9.2,6.6,5.5,2.4,3.8,16146,9771,48215024105,48,215,024105
12663,50.4,49.6,99.2,90.4,0.9,0.2,2.0,0.0,5.7,0.8,90.1,7.6,11675,75.1,51.3,23.8,9007,33.8,25.2,29.9,16.9,8.1,9007,21.1,8.1,11.9,6.0,10.3,5.6,3.8,9.8,21590,12550,48215024106,48,215,024106
4382,45.3,54.7,100.0,91.9,1.5,0.2,0.0,0.0,6.5,0.0,94.5,5.5,4103,91.4,48.3,43.1,3340,30.1,23.2,11.2,4.7,3.7,3340,20.8,15.5,19.9,7.0,4.8,3.1,1.5,4.9,15871,4365,48215024107,48,215,024107
