S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,FIPS,STATEFP,COUNTYFP,TRACTCE
241,63,114,59,5,1135,238,181,453,164,18,56,25,716,48113014703,48,113,014703
112,55,28,29,0,856,221,144,221,86,16,123,45,491,48113014901,48,113,014901
219,75,77,67,0,1550,562,279,372,116,100,85,36,709,48113014902,48,113,014902
628,133,235,213,47,4812,1384,896,1097,542,181,587,125,2532,48113015000,48,113,015000
432,42,129,221,40,4057,605,666,1275,633,198,488,192,2786,48113015100,48,113,015100
443,42,145,256,0,1882,468,345,324,336,93,271,45,1069,48113015202,48,113,015202
953,155,388,368,42,4629,436,442,1515,932,300,750,254,3751,48113015204,48,113,015204
481,101,188,150,42,2168,591,461,617,265,27,135,72,1116,48113015205,48,113,015205
719,180,319,198,22,2483,509,432,621,397,89,335,100,1542,48113015206,48,113,015206
200,116,38,46,0,1023,144,254,372,159,35,44,15,625,48113015303,48,113,015303
494,103,187,175,29,2241,278,534,713,289,149,195,83,1429,48113015304,48,113,015304
393,65,173,118,37,2793,466,473,712,568,202,286,86,1854,48113015305,48,113,015305
327,35,125,127,40,3281,469,301,837,750,343,344,237,2511,48113015306,48,113,015306
747,46,218,323,160,4740,367,237,1074,996,519,969,578,4136,48113015401,48,113,015401
380,82,112,186,0,2075,335,236,719,398,166,149,72,1504,48113015403,48,113,015403
603,253,212,138,0,2817,402,422,1151,525,118,128,71,1993,48113015404,48,113,015404
443,109,181,136,17,2311,352,193,750,407,205,312,92,1766,48113015500,48,113,015500
808,315,314,179,0,3003,926,692,786,348,108,99,44,1385,48113015600,48,113,015600
335,42,69,186,38,1569,320,355,511,276,32,64,11,894,48113015700,48,113,015700
163,26,40,97,0,1339,377,303,403,137,40,74,5,659,48113015800,48,113,015800
364,65,168,119,12,2318,648,314,668,362,88,211,27,1356,48113015900,48,113,015900
549,199,219,131,0,2995,825,628,989,395,63,41,54,1542,48113016001,48,113,016001
259,104,100,55,0,1771,307,381,683,278,23,64,35,1083,48113016002,48,113,016002
237,64,66,86,21,2391,386,264,965,420,98,153,105,1741,48113016100,48,113,016100
412,75,190,147,0,2596,336,218,1128,429,162,224,99,2042,48113016201,48,113,016201
869,193,286,368,22,3687,868,437,1488,448,85,220,141,2382,48113016202,48,113,016202
814,57,340,368,49,4141,658,498,1278,753,311,467,176,2985,48113016301,48,113,016301
182,47,91,44,0,1194,361,202,374,166,26,54,11,631,48113016302,48,113,016302
1222,135,209,841,37,6918,792,335,2216,1676,468,1194,237,5791,48113016401,48,113,016401
309,28,84,137,60,3319,354,542,1131,650,169,429,44,2423,48113016406,48,113,016406
857,158,386,294,19,4658,229,934,1630,1167,317,276,105,3495,48113016407,48,113,016407
962,222,273,450,17,4965,407,507,1715,1235,313,637,151,4051,48113016408,48,113,016408
219,40,79,72,28,2401,90,86,571,585,184,572,313,2225,48113016409,48,113,016409
344,79,106,144,15,2973,78,166,837,836,273,632,151,2729,48113016410,48,113,016410
720,56,221,426,17,5770,154,358,1538,1626,596,976,522,5258,48113016411,48,113,016411
400,73,94,192,41,3197,61,179,434,671,467,842,543,2957,48113016412,48,113,016412
723,73,170,298,182,4343,107,253,714,1063,436,1358,412,3983,48113016413,48,113,016413
771,163,472,136,0,3821,506,344,974,957,336,490,214,2971,48113016502,48,113,016502
789,132,199,407,51,3579,147,249,1038,829,225,633,458,3183,48113016509,48,113,016509
1512,323,324,703,162,9211,735,587,2030,2681,775,1640,763,7889,48113016510,48,113,016510
445,14,164,267,0,2988,153,195,809,1231,187,286,127,2640,48113016511,48,113,016511
349,39,193,106,11,3721,158,132,754,847,408,848,574,3431,48113016513,48,113,016513
332,6,95,217,14,4949,121,376,1110,1456,508,851,527,4452,48113016514,48,113,016514
585,75,191,275,44,3402,268,552,909,956,218,313,186,2582,48113016516,48,113,016516
490,90,211,166,23,2934,322,198,783,957,178,311,185,2414,48113016517,48,113,016517
415,70,128,204,13,3207,250,382,896,821,289,278,291,2575,48113016518,48,113,016518
112,7,35,58,12,1590,80,54,568,378,75,286,149,1456,48113016519,48,113,016519
876,130,442,226,78,4365,1007,457,1306,878,153,279,285,2901,48113016520,48,113,016520
2097,56,637,1248,156,3266,144,198,820,670,400,800,234,2924,48113016521,48,113,016521
548,6,195,290,57,2266,66,90,537,608,219,459,287,2110,48113016522,48,113,016522
353,14,82,174,83,3329,92,156,477,925,208,859,612,3081,48113016523,48,113,016523
734,119,171,444,0,4575,1358,718,1090,953,159,137,160,2499,48113016605,48,113,016605
537,129,284,87,37,4956,207,316,1338,1400,432,754,509,4433,48113016606,48,113,016606
