S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,FIPS,STATEFP,COUNTYFP,TRACTCE
432,90,222,120,0,2902,318,277,951,679,250,318,109,2307,48103950100,48,103,950100
268,13,180,75,0,2370,82,462,794,545,155,242,90,1826,48105950100,48,105,950100
223,62,48,104,9,1342,143,166,477,238,98,173,47,1033,48107950100,48,107,950100
165,28,85,52,0,1386,162,166,471,373,63,105,46,1058,48107950200,48,107,950200
133,14,50,67,2,1019,160,102,396,193,46,93,29,757,48107950300,48,107,950300
151,29,39,83,0,1425,343,137,499,233,67,120,26,945,48109950300,48,109,950300
119,38,68,10,3,726,106,53,160,185,7,185,30,567,48111950100,48,111,950100
372,52,220,75,25,3785,629,549,1104,886,120,357,140,2607,48111950300,48,111,950300
132,10,0,101,21,3066,81,73,254,242,70,1293,1053,2912,48113000100,48,113,000100
74,39,0,17,18,2233,16,33,94,297,98,999,696,2184,48113000201,48,113,000201
143,0,24,23,96,2962,61,11,256,327,195,1193,919,2890,48113000202,48,113,000202
356,18,135,65,138,3222,66,127,164,297,69,1647,852,3029,48113000300,48,113,000300
494,54,70,165,205,3879,805,403,689,616,159,700,507,2671,48113000401,48,113,000401
284,0,32,84,168,3234,186,238,528,525,214,1083,460,2810,48113000404,48,113,000404
291,0,131,79,81,1721,227,275,345,307,54,351,162,1219,48113000405,48,113,000405
1299,340,214,286,459,5530,1637,452,982,381,126,1053,899,3441,48113000406,48,113,000406
531,15,10,181,325,5718,14,91,441,511,195,2733,1733,5613,48113000500,48,113,000500
354,21,114,117,102,4871,517,236,800,711,345,1697,565,4118,48113000601,48,113,000601
383,0,19,39,325,3860,48,65,193,593,159,1722,1080,3747,48113000603,48,113,000603
136,0,13,16,107,2283,11,23,180,371,79,839,780,2249,48113000605,48,113,000605
39,0,0,0,39,2516,0,30,172,393,120,818,983,2486,48113000606,48,113,000606
586,23,0,34,529,4675,23,20,17,390,172,2063,1990,4632,48113000701,48,113,000701
256,0,68,25,163,2989,51,0,250,280,88,1328,992,2938,48113000702,48,113,000702
1333,145,255,373,560,4615,418,375,712,1044,186,1047,833,3822,48113000800,48,113,000800
742,49,124,270,299,4025,273,289,421,501,159,1762,620,3463,48113000900,48,113,000900
117,0,7,13,97,1116,69,20,73,87,46,422,399,1027,48113001001,48,113,001001
97,0,10,53,34,1632,168,22,180,199,105,729,229,1442,48113001002,48,113,001002
211,19,14,0,178,3091,113,86,231,370,206,1404,681,2892,48113001101,48,113,001101
123,44,48,8,23,2069,17,0,202,263,57,931,599,2052,48113001102,48,113,001102
348,0,74,143,131,2674,111,87,326,633,72,966,479,2476,48113001202,48,113,001202
129,18,75,36,0,1033,153,76,118,142,54,318,172,804,48113001203,48,113,001203
308,45,92,155,16,1636,640,295,296,219,5,140,41,701,48113001204,48,113,001204
167,13,18,64,72,2244,191,79,207,610,123,684,350,1974,48113001301,48,113,001301
213,61,50,93,9,1762,55,231,244,363,93,585,191,1476,48113001302,48,113,001302
368,55,75,202,36,2547,229,208,332,642,153,718,265,2110,48113001400,48,113,001400
167,38,35,54,40,2452,719,467,452,300,140,289,85,1266,48113001502,48,113,001502
214,99,80,26,9,1920,525,243,248,343,82,326,153,1152,48113001503,48,113,001503
103,0,30,65,8,1898,132,306,425,319,99,415,202,1460,48113001504,48,113,001504
511,21,56,48,386,3473,65,205,431,456,177,1308,831,3203,48113001600,48,113,001600
35,0,0,5,30,387,4,0,9,25,28,153,168,383,48113001701,48,113,001701
451,0,0,19,432,2983,0,23,10,375,94,1438,1043,2960,48113001703,48,113,001703
262,0,0,34,228,1647,0,0,69,124,61,823,570,1647,48113001704,48,113,001704
1351,20,98,120,1113,4320,39,0,370,312,75,2168,1356,4281,48113001800,48,113,001800
880,0,45,105,730,6099,0,0,298,397,167,3349,1888,6099,48113001900,48,113,001900
743,206,51,318,168,4082,744,740,802,542,187,622,445,2598,48113002000,48,113,002000
215,20,42,51,102,1980,17,51,153,445,102,742,470,1912,48113002100,48,113,002100
352,0,65,98,189,2022,60,159,106,379,59,688,571,1803,48113002200,48,113,002200
350,124,104,112,10,1841,612,333,360,166,63,221,86,896,48113002400,48,113,002400
649,128,278,233,10,3703,1046,729,926,589,135,233,45,1928,48113002500,48,113,002500
218,46,131,41,0,2120,258,512,686,459,56,100,49,1350,48113002701,48,113,002701
141,42,57,34,8,1251,125,198,408,366,84,36,34,928,48113002702,48,113,002702
497,0,39,139,319,2886,8,11,134,365,181,1397,790,2867,48113003101,48,113,003101
168,40,78,42,8,836,46,104,369,204,26,60,27,686,48113003400,48,113,003400
121,7,114,0,0,2238,418,344,835,410,96,74,61,1476,48113003700,48,113,003700
290,64,61,165,0,1646,120,310,577,371,134,75,59,1216,48113003800,48,113,003800
262,43,102,117,0,1075,101,234,383,268,10,61,18,740,48113003901,48,113,003901
168,24,59,61,24,1431,204,253,505,320,19,119,11,974,48113003902,48,113,003902
186,37,40,109,0,870,70,133,367,203,72,9,16,667,48113004000,48,113,004000
84,59,25,0,0,746,95,197,235,158,19,42,0,454,48113004100,48,113,004100
363,26,100,171,66,2694,251,183,492,448,82,602,636,2260,48113004201,48,113,004201
159,7,85,51,16,1613,263,117,177,240,69,424,323,1233,48113004202,48,113,004202
227,0,21,80,126,2516,292,203,540,477,169,634,201,2021,48113004300,48,113,004300
210,0,77,63,70,2715,105,81,244,339,152,1177,617,2529,48113004400,48,113,004400
488,87,268,116,17,4092,941,676,1018,547,94,607,209,2475,48113004500,48,113,004500
89,21,26,17,25,1505,88,96,176,203,72,534,336,1321,48113004600,48,113,004600
339,78,130,109,22,1927,641,334,452,163,25,249,63,952,48113004700,48,113,004700
276,66,73,107,30,1583,594,222,477,130,41,111,8,767,48113004800,48,113,004800
272,62,59,151,0,2553,439,401,918,575,41,143,36,1713,48113004900,48,113,004900
432,84,146,202,0,2440,630,422,631,408,94,242,13,1388,48113005000,48,113,005000
207,37,36,112,22,1728,501,207,587,141,74,149,69,1020,48113005100,48,113,005100
686,141,222,248,75,2884,765,543,426,582,120,266,182,1576,48113005200,48,113,005200
771,243,179,310,39,4378,1404,587,1078,701,168,273,167,2387,48113005300,48,113,005300
519,129,146,217,27,3708,864,522,1333,383,121,414,71,2322,48113005400,48,113,005400
591,130,264,120,77,2653,466,289,873,632,78,207,108,1898,48113005500,48,113,005500
757,50,452,186,69,4071,1249,904,1175,504,91,87,61,1918,48113005600,48,113,005600
383,102,90,161,30,3274,442,534,1314,666,160,100,58,2298,48113005700,48,113,005700
515,154,14,329,18,3797,611,510,1363,936,114,214,49,2676,48113005901,48,113,005901
593,154,284,129,26,2677,152,447,1215,443,118,237,65,2078,48113005902,48,113,005902
630,82,303,245,0,2273,848,363,709,169,71,71,42,1062,48113006001,48,113,006001
1345,173,419,642,111,3005,147,270,978,858,101,470,181,2588,48113006002,48,113,006002
321,102,109,110,0,2833,336,476,938,511,119,272,181,2021,48113006100,48,113,006100
932,171,239,414,108,3979,611,607,1446,687,153,364,111,2761,48113006200,48,113,006200
829,124,428,250,27,3434,655,559,984,542,181,494,19,2220,48113006301,48,113,006301
436,98,166,149,23,2591,663,475,547,362,70,291,183,1453,48113006302,48,113,006302
255,9,102,136,8,1551,476,261,465,210,24,99,16,814,48113006401,48,113,006401
619,110,230,255,24,3246,1363,452,814,323,122,161,11,1431,48113006402,48,113,006402
643,155,213,260,15,3778,1514,530,981,420,165,162,6,1734,48113006501,48,113,006501
543,125,130,276,12,2542,756,508,820,315,72,71,0,1278,48113006502,48,113,006502
1026,311,410,254,51,3863,1258,545,1274,523,109,145,9,2060,48113006700,48,113,006700
758,146,187,397,28,3325,671,497,881,570,130,434,142,2157,48113006800,48,113,006800
537,111,299,125,2,2314,517,341,971,229,52,157,47,1456,48113006900,48,113,006900
74,0,34,7,33,1779,8,5,35,209,36,807,679,1766,48113007101,48,113,007101
432,22,246,31,133,3979,258,500,951,807,133,835,495,3221,48113007102,48,113,007102
791,369,259,163,0,4952,2152,817,1135,500,25,239,84,1983,48113007201,48,113,007201
1085,531,237,261,56,4245,2194,492,1004,308,19,228,0,1559,48113007202,48,113,007202
52,8,7,19,18,1315,0,1,42,159,37,579,497,1314,48113007301,48,113,007301
148,0,63,32,53,3095,237,82,193,447,114,1081,941,2776,48113007302,48,113,007302
85,6,33,46,0,1407,56,45,75,178,28,597,428,1306,48113007601,48,113,007601
158,43,76,16,23,2186,19,36,67,95,43,1102,824,2131,48113007604,48,113,007604
82,20,15,38,9,1364,0,6,76,178,62,546,496,1358,48113007605,48,113,007605
169,27,0,86,56,4468,49,32,184,711,82,2013,1397,4387,48113007700,48,113,007700
63,0,0,16,47,1890,12,25,138,442,44,723,506,1853,48113007801,48,113,007801
832,138,96,536,62,4811,128,54,708,1493,576,1247,605,4629,48113007804,48,113,007804
184,39,32,80,33,2236,119,175,404,477,132,536,393,1942,48113007805,48,113,007805
72,9,0,54,9,2152,111,137,456,362,85,563,438,1904,48113007809,48,113,007809
423,160,116,93,54,3431,137,190,532,574,220,993,785,3104,48113007810,48,113,007810
505,25,165,315,0,4455,180,530,1147,1496,377,467,258,3745,48113007811,48,113,007811
145,16,13,88,28,2495,0,0,32,240,56,1180,987,2495,48113007812,48,113,007812
527,285,142,77,23,3342,1117,325,718,471,136,386,189,1900,48113007815,48,113,007815
704,209,221,260,14,3309,375,412,1032,778,97,432,183,2522,48113007818,48,113,007818
222,0,107,81,34,1482,157,80,492,374,41,281,57,1245,48113007819,48,113,007819
608,156,203,186,63,3318,679,728,907,442,117,315,130,1911,48113007820,48,113,007820
445,106,213,126,0,2363,383,267,611,513,95,406,88,1713,48113007821,48,113,007821
207,17,9,96,85,1199,23,26,175,258,33,443,241,1150,48113007822,48,113,007822
143,28,29,80,6,1067,257,50,266,140,84,207,63,760,48113007823,48,113,007823
60,9,18,0,33,1414,7,8,53,144,72,757,373,1399,48113007824,48,113,007824
554,87,213,150,104,3893,317,217,907,918,96,944,494,3359,48113007825,48,113,007825
70,0,0,27,43,779,11,14,48,92,117,355,142,754,48113007826,48,113,007826
316,40,121,110,45,2032,138,102,511,500,207,416,158,1792,48113007827,48,113,007827
228,25,72,131,0,4181,76,41,507,616,266,1682,993,4064,48113007902,48,113,007902
278,14,20,103,141,1598,0,30,103,267,89,620,489,1568,48113007903,48,113,007903
55,9,10,23,13,1653,17,10,60,161,21,966,418,1626,48113007906,48,113,007906
279,0,0,34,245,1896,46,0,101,129,69,855,696,1850,48113007909,48,113,007909
421,0,18,132,271,2036,8,5,82,262,77,868,734,2023,48113007910,48,113,007910
400,0,25,54,321,2042,0,0,175,141,68,1080,578,2042,48113007911,48,113,007911
522,54,14,88,366,1175,0,9,92,239,133,491,211,1166,48113007912,48,113,007912
232,11,51,48,122,2420,59,8,246,309,67,1026,705,2353,48113007913,48,113,007913
695,0,104,248,343,2211,72,251,61,422,68,881,456,1888,48113007914,48,113,007914
193,0,19,72,102,4947,0,0,78,197,128,2132,2412,4947,48113008000,48,113,008000
395,37,57,205,96,5107,31,11,516,987,360,1865,1337,5065,48113008100,48,113,008100
203,54,94,33,22,2651,50,154,449,391,137,910,560,2447,48113008200,48,113,008200
1260,209,448,603,0,5228,1742,796,1664,511,176,185,154,2690,48113008400,48,113,008400
676,93,301,257,25,2794,763,430,913,433,24,165,66,1601,48113008500,48,113,008500
43,22,10,11,0,362,19,48,137,57,38,18,45,295,48113008603,48,113,008603
176,39,80,41,16,1743,255,445,537,393,24,35,54,1043,48113008604,48,113,008604
417,88,178,97,54,2951,235,630,1267,510,137,136,36,2086,48113008701,48,113,008701
378,145,121,112,0,2016,331,360,795,355,25,136,14,1325,48113008703,48,113,008703
188,0,170,18,0,2664,132,621,1162,561,49,121,18,1911,48113008704,48,113,008704
133,42,31,41,19,983,93,191,392,166,42,81,18,699,48113008705,48,113,008705
269,47,147,67,8,2115,138,489,796,355,105,116,116,1488,48113008801,48,113,008801
361,177,181,0,3,3113,494,686,1154,578,101,77,23,1933,48113008802,48,113,008802
361,32,260,33,36,2309,343,221,919,468,91,246,21,1745,48113008900,48,113,008900
1294,372,423,499,0,4895,946,794,1913,997,162,83,0,3155,48113009000,48,113,009000
756,135,400,221,0,3271,710,453,951,753,87,250,67,2108,48113009101,48,113,009101
270,39,116,89,26,2024,605,228,690,283,68,132,18,1191,48113009103,48,113,009103
481,119,155,207,0,2058,729,270,630,293,20,77,39,1059,48113009104,48,113,009104
508,24,189,295,0,2190,740,369,648,357,33,19,24,1081,48113009105,48,113,009105
885,175,444,266,0,4020,1062,637,1414,560,169,96,82,2321,48113009201,48,113,009201
785,144,150,477,14,3519,965,748,1092,457,168,50,39,1806,48113009202,48,113,009202
684,95,262,306,21,2753,893,519,744,420,84,93,0,1341,48113009301,48,113,009301
416,69,251,84,12,2480,791,476,772,273,61,82,25,1213,48113009303,48,113,009303
693,278,179,219,17,3236,384,619,1344,652,61,143,33,2233,48113009304,48,113,009304
322,11,38,231,42,2430,283,200,537,499,63,568,280,1947,48113009401,48,113,009401
86,26,0,25,35,1999,21,41,184,247,40,874,592,1937,48113009402,48,113,009402
43,5,0,31,7,1589,17,20,122,185,39,750,456,1552,48113009500,48,113,009500
314,81,36,161,36,3172,40,19,194,449,108,1346,1016,3113,48113009603,48,113,009603
290,128,100,18,44,3368,213,321,389,776,223,743,703,2834,48113009604,48,113,009604
369,25,179,165,0,2387,314,361,749,541,123,222,77,1712,48113009605,48,113,009605
163,62,56,26,19,2560,230,128,375,555,91,770,411,2202,48113009607,48,113,009607
242,103,36,93,10,2339,102,22,331,311,60,953,560,2215,48113009608,48,113,009608
71,22,0,49,0,2296,0,43,124,363,64,1053,649,2253,48113009609,48,113,009609
517,286,160,52,19,3176,1489,806,399,207,79,196,0,881,48113009610,48,113,009610
362,36,182,144,0,2546,589,117,662,552,122,330,174,1840,48113009611,48,113,009611
535,93,145,203,94,3079,1062,176,470,400,95,634,242,1841,48113009701,48,113,009701
73,8,0,51,14,2398,81,95,206,462,156,931,467,2222,48113009702,48,113,009702
671,195,194,241,41,3692,1462,571,965,456,67,157,14,1659,48113009802,48,113,009802
190,62,88,40,0,1459,350,249,280,229,46,210,95,860,48113009803,48,113,009803
982,430,338,214,0,4170,2053,876,837,312,36,30,26,1241,48113009804,48,113,009804
383,50,51,95,187,3195,239,110,607,352,157,1060,670,2846,48113009900,48,113,009900
1124,506,289,230,99,8680,351,1609,2281,1978,349,1411,701,6720,48113010000,48,113,010000
563,129,345,89,0,2844,737,624,1009,352,74,30,18,1483,48113010101,48,113,010101
251,85,92,74,0,1952,651,396,488,223,36,147,11,905,48113010102,48,113,010102
458,79,240,131,8,1640,422,332,673,108,63,27,15,886,48113010500,48,113,010500
696,139,294,243,20,3505,1123,539,1194,406,53,141,49,1843,48113010601,48,113,010601
384,109,96,179,0,1512,404,276,455,178,67,96,36,832,48113010602,48,113,010602
719,122,355,196,46,3103,737,447,928,341,61,369,220,1919,48113010701,48,113,010701
233,95,65,73,0,1731,465,338,507,239,78,81,23,928,48113010703,48,113,010703
606,129,251,207,19,3051,565,587,951,464,115,212,157,1899,48113010704,48,113,010704
1257,234,549,399,75,5564,1463,988,1564,1040,306,119,84,3113,48113010801,48,113,010801
879,157,314,357,51,5632,735,539,1564,984,263,914,633,4358,48113010803,48,113,010803
918,149,338,416,15,3035,778,564,963,446,182,55,47,1693,48113010804,48,113,010804
749,227,176,298,48,3558,614,520,1153,724,112,340,95,2424,48113010805,48,113,010805
994,135,536,310,13,4651,437,405,1422,1484,83,589,231,3809,48113010902,48,113,010902
366,13,192,137,24,2009,146,225,718,536,228,83,73,1638,48113010903,48,113,010903
530,53,249,216,12,2133,136,269,691,594,190,215,38,1728,48113010904,48,113,010904
420,77,55,269,19,5590,446,354,2000,1713,257,484,336,4790,48113011001,48,113,011001
298,49,135,87,27,2432,99,169,791,786,135,312,140,2164,48113011002,48,113,011002
373,26,50,268,29,3316,137,153,739,906,361,639,381,3026,48113011101,48,113,011101
235,26,147,62,0,2423,296,597,833,413,73,150,61,1530,48113011103,48,113,011103
131,14,43,46,28,2499,320,447,1108,432,128,43,21,1732,48113011104,48,113,011104
707,170,342,176,19,2915,399,519,1302,439,51,115,90,1997,48113011105,48,113,011105
688,0,290,319,79,4302,565,366,1438,1066,191,343,333,3371,48113011200,48,113,011200
520,2,280,238,0,3772,114,265,1496,948,236,479,234,3393,48113011300,48,113,011300
720,149,266,265,40,2868,195,500,1158,805,55,126,29,2173,48113011401,48,113,011401
536,150,157,210,19,2337,668,291,615,503,136,50,74,1378,48113011500,48,113,011500
553,130,173,223,27,3007,483,527,1201,483,80,184,49,1997,48113011601,48,113,011601
755,48,426,229,52,3836,914,768,1090,591,170,252,51,2154,48113011602,48,113,011602
914,97,512,295,10,3964,841,739,1338,716,199,117,14,2384,48113011701,48,113,011701
593,101,302,190,0,3152,947,649,760,564,66,115,51,1556,48113011702,48,113,011702
986,54,594,330,8,5721,1796,1118,1294,1074,230,101,108,2807,48113011800,48,113,011800
1158,22,401,714,21,6237,1404,1117,2009,1140,312,158,97,3716,48113011900,48,113,011900
823,206,378,239,0,4586,1086,605,1417,900,149,388,41,2895,48113012000,48,113,012000
724,134,359,231,0,3635,594,422,1312,949,191,123,44,2619,48113012100,48,113,012100
643,278,85,251,29,4655,779,227,955,1001,285,991,417,3649,48113012204,48,113,012204
403,117,91,165,30,3748,312,527,742,924,224,621,398,2909,48113012206,48,113,012206
917,74,257,500,86,4445,684,240,1227,1411,224,514,145,3521,48113012207,48,113,012207
310,78,165,67,0,1502,247,308,505,319,47,68,8,947,48113012208,48,113,012208
236,19,106,111,0,1929,99,102,338,297,145,558,390,1728,48113012209,48,113,012209
566,167,257,142,0,2808,190,405,737,769,159,383,165,2213,48113012210,48,113,012210
546,133,238,169,6,2619,375,401,918,516,154,214,41,1843,48113012211,48,113,012211
586,211,147,217,11,2803,711,248,847,534,155,178,130,1844,48113012301,48,113,012301
843,212,233,372,26,4660,631,790,1735,1002,200,216,86,3239,48113012302,48,113,012302
426,67,143,145,71,4009,449,648,955,653,183,759,362,2912,48113012400,48,113,012400
1112,253,245,517,97,4574,805,612,1635,480,225,669,148,3157,48113012500,48,113,012500
717,165,203,259,90,3812,820,684,1238,630,178,144,118,2308,48113012601,48,113,012601
282,43,89,136,14,1319,153,142,354,254,131,220,65,1024,48113012603,48,113,012603
1044,247,294,503,0,4055,616,431,1060,935,208,674,131,3008,48113012604,48,113,012604
455,108,157,125,65,3887,794,660,1233,616,86,312,186,2433,48113012701,48,113,012701
384,35,206,115,28,2100,217,380,610,480,91,264,58,1503,48113012702,48,113,012702
326,16,142,138,30,5912,269,495,1148,1072,155,1580,1193,5148,48113012800,48,113,012800
112,15,0,59,38,3573,78,98,333,711,151,1263,939,3397,48113012900,48,113,012900
179,0,96,32,51,4742,59,167,498,822,136,1743,1317,4516,48113013004,48,113,013004
83,24,36,23,0,2804,11,23,214,491,143,1158,764,2770,48113013005,48,113,013005
148,57,12,65,14,2651,395,409,306,328,92,713,408,1847,48113013007,48,113,013007
219,49,56,59,55,2457,166,13,426,324,114,872,542,2278,48113013008,48,113,013008
368,31,109,203,25,3079,101,146,261,727,198,1022,624,2832,48113013009,48,113,013009
645,195,200,189,61,2756,453,277,715,494,197,514,106,2026,48113013010,48,113,013010
440,130,255,41,14,2800,535,449,710,508,134,332,132,1816,48113013011,48,113,013011
66,14,36,16,0,2159,64,9,99,239,67,825,856,2086,48113013101,48,113,013101
90,24,10,18,38,1514,0,9,120,183,72,640,490,1505,48113013102,48,113,013102
39,0,8,11,20,800,0,14,72,143,21,309,241,786,48113013104,48,113,013104
1152,0,198,664,290,4850,170,141,780,1219,335,1768,437,4539,48113013105,48,113,013105
824,0,214,295,315,5653,12,45,413,1166,320,1957,1740,5596,48113013200,48,113,013200
56,26,0,12,18,1454,0,0,63,109,61,570,651,1454,48113013300,48,113,013300
45,5,0,31,9,1459,7,16,75,175,30,590,566,1436,48113013400,48,113,013400
101,15,38,40,8,1652,0,0,37,131,23,651,810,1652,48113013500,48,113,013500
237,0,21,216,0,4090,37,104,472,519,195,1677,1086,3949,48113013605,48,113,013605
541,0,267,129,145,4231,144,395,746,939,47,1077,883,3692,48113013606,48,113,013606
187,31,31,99,26,2447,129,104,285,470,128,787,544,2214,48113013607,48,113,013607
71,0,28,20,23,1811,0,0,103,326,74,667,641,1811,48113013608,48,113,013608
234,63,38,117,16,2281,290,256,281,363,68,622,401,1735,48113013609,48,113,013609
417,50,216,125,26,3560,349,129,751,474,154,1181,522,3082,48113013610,48,113,013610
89,8,34,22,25,2440,10,39,459,324,111,808,689,2391,48113013611,48,113,013611
898,56,404,349,89,3409,601,381,823,663,151,586,204,2427,48113013615,48,113,013615
612,35,203,155,219,5187,121,181,619,976,425,2205,660,4885,48113013616,48,113,013616
133,12,47,56,18,2064,55,38,175,440,111,766,479,1971,48113013617,48,113,013617
116,7,20,54,35,2210,65,176,227,221,115,812,594,1969,48113013618,48,113,013618
270,0,146,40,84,3688,19,25,210,352,161,1780,1141,3644,48113013619,48,113,013619
388,0,14,111,263,4652,52,48,533,777,368,1876,998,4552,48113013620,48,113,013620
237,32,61,73,71,3467,169,329,662,867,215,796,429,2969,48113013621,48,113,013621
224,8,55,93,68,2233,25,105,372,547,195,725,264,2103,48113013622,48,113,013622
805,169,251,291,94,4521,593,524,580,1027,236,1014,547,3404,48113013623,48,113,013623
246,0,50,62,134,3284,0,16,501,551,181,1254,781,3268,48113013624,48,113,013624
351,78,86,178,9,2110,126,118,424,675,76,409,282,1866,48113013625,48,113,013625
401,43,168,84,106,2238,336,192,218,307,62,704,419,1710,48113013626,48,113,013626
544,132,228,184,0,1753,529,211,581,234,82,79,37,1013,48113013711,48,113,013711
333,68,55,120,90,1853,162,276,542,428,83,279,83,1415,48113013712,48,113,013712
68,13,31,16,8,407,167,82,57,69,0,23,9,158,48113013713,48,113,013713
696,123,343,217,13,4071,989,566,1197,569,127,455,168,2516,48113013714,48,113,013714
340,85,83,167,5,1576,494,247,337,262,65,94,77,835,48113013715,48,113,013715
569,26,292,239,12,3644,424,244,1007,670,197,816,286,2976,48113013716,48,113,013716
295,68,137,79,11,1816,402,335,605,247,52,146,29,1079,48113013717,48,113,013717
583,63,316,204,0,2778,602,512,932,285,122,161,164,1664,48113013718,48,113,013718
264,2,22,217,23,3472,153,224,828,749,120,987,411,3095,48113013719,48,113,013719
551,33,179,282,57,4309,376,545,1428,715,286,772,187,3388,48113013720,48,113,013720
223,20,30,35,138,4796,132,117,774,1051,310,1569,843,4547,48113013721,48,113,013721
519,89,162,192,76,3440,87,71,763,883,224,1145,267,3282,48113013722,48,113,013722
385,103,168,64,50,2702,248,154,614,596,252,621,217,2300,48113013725,48,113,013725
127,13,27,49,38,2008,35,101,233,345,91,675,528,1872,48113013726,48,113,013726
276,24,46,99,107,2424,5,20,436,551,165,810,437,2399,48113013727,48,113,013727
659,53,453,117,36,5510,517,201,858,1248,243,1680,763,4792,48113013803,48,113,013803
505,183,38,273,11,2486,314,213,478,407,164,674,236,1959,48113013804,48,113,013804
494,15,50,246,183,2652,63,147,246,619,209,941,427,2442,48113013805,48,113,013805
330,23,56,72,179,3182,15,34,259,497,208,1383,786,3133,48113013806,48,113,013806
485,79,156,242,8,2438,790,264,711,378,127,137,31,1384,48113013901,48,113,013901
361,15,154,156,36,3779,348,364,1097,971,194,574,231,3067,48113013902,48,113,013902
455,87,119,192,57,3517,305,319,689,684,138,1010,372,2893,48113014001,48,113,014001
0,0,0,0,0,37,0,0,18,12,0,7,0,37,48113014002,48,113,014002
415,26,80,281,28,2693,107,146,533,617,115,554,621,2440,48113014103,48,113,014103
748,8,211,384,145,3237,15,15,1235,900,244,609,219,3207,48113014113,48,113,014113
395,83,128,160,24,2382,72,132,647,565,152,592,222,2178,48113014114,48,113,014114
901,11,386,430,74,4604,363,649,1494,855,371,571,301,3592,48113014115,48,113,014115
616,61,128,365,62,3162,128,429,664,789,202,578,372,2605,48113014116,48,113,014116
248,21,138,36,53,3131,29,72,323,556,203,1175,773,3030,48113014119,48,113,014119
165,24,53,24,64,3537,24,40,431,641,155,1467,779,3473,48113014120,48,113,014120
259,27,120,79,33,3887,106,101,143,821,231,1593,892,3680,48113014121,48,113,014121
193,10,92,56,35,4042,0,10,258,580,167,1500,1527,4032,48113014123,48,113,014123
117,38,14,20,45,2979,31,18,108,535,103,1146,1038,2930,48113014124,48,113,014124
363,61,169,69,64,4516,155,65,395,518,210,1759,1414,4296,48113014126,48,113,014126
572,17,160,158,237,6941,35,45,232,499,327,2753,3050,6861,48113014127,48,113,014127
274,10,57,156,51,2637,51,55,250,317,138,953,873,2531,48113014128,48,113,014128
227,45,23,56,103,3488,9,29,331,277,311,1370,1161,3450,48113014129,48,113,014129
276,0,102,158,16,3093,31,0,236,586,160,1305,775,3062,48113014130,48,113,014130
418,12,82,183,141,2987,0,129,393,478,355,1113,519,2858,48113014131,48,113,014131
160,0,0,134,26,1595,4,28,279,240,102,683,259,1563,48113014132,48,113,014132
527,115,154,210,48,3542,145,85,825,932,296,856,403,3312,48113014133,48,113,014133
374,138,47,130,59,2836,25,29,292,409,130,1170,781,2782,48113014134,48,113,014134
195,11,39,107,38,3227,14,35,189,648,224,1322,795,3178,48113014135,48,113,014135
366,28,33,245,60,4934,120,69,583,488,241,1774,1659,4745,48113014136,48,113,014136
433,23,24,94,292,6262,71,37,292,569,364,2361,2568,6154,48113014137,48,113,014137
136,0,8,40,88,2962,0,24,228,367,92,1193,1058,2938,48113014138,48,113,014138
243,37,58,108,40,2201,283,80,429,588,187,394,240,1838,48113014203,48,113,014203
1076,33,325,645,73,939,108,61,203,140,58,179,190,770,48113014204,48,113,014204
75,0,7,44,24,1209,15,13,103,181,33,476,388,1181,48113014205,48,113,014205
517,0,136,220,161,5490,36,17,507,1231,343,2211,1145,5437,48113014206,48,113,014206
768,186,201,381,0,4405,1033,449,1250,787,207,538,141,2923,48113014302,48,113,014302
729,164,225,316,24,3530,647,476,1096,669,238,272,132,2407,48113014306,48,113,014306
397,9,60,232,96,3016,115,52,443,629,154,1140,483,2849,48113014307,48,113,014307
554,100,209,245,0,2228,330,359,638,302,195,319,85,1539,48113014308,48,113,014308
488,105,302,50,31,2932,389,367,1005,457,246,374,94,2176,48113014309,48,113,014309
341,66,148,89,38,3104,317,134,554,613,172,1025,289,2653,48113014310,48,113,014310
299,0,95,151,53,3700,98,83,488,230,174,1450,1177,3519,48113014311,48,113,014311
358,41,96,134,87,3628,118,134,351,458,218,1184,1165,3376,48113014312,48,113,014312
520,77,136,236,71,2909,103,292,833,722,369,447,143,2514,48113014403,48,113,014403
426,95,185,116,30,2440,500,402,638,389,206,221,84,1538,48113014405,48,113,014405
394,86,244,53,11,2659,607,269,689,542,147,317,88,1783,48113014406,48,113,014406
564,56,227,248,33,3145,394,554,931,455,181,467,163,2197,48113014407,48,113,014407
413,82,175,136,20,2785,463,300,647,450,178,480,267,2022,48113014408,48,113,014408
259,24,120,100,15,2023,308,214,404,447,124,330,196,1501,48113014501,48,113,014501
639,81,409,149,0,2825,682,527,535,469,152,257,203,1616,48113014502,48,113,014502
123,11,68,44,0,1454,230,148,385,336,69,163,123,1076,48113014601,48,113,014601
453,102,271,80,0,2822,918,503,588,374,174,232,33,1401,48113014602,48,113,014602
268,77,94,92,5,1099,353,178,324,135,37,67,5,568,48113014603,48,113,014603
472,105,198,169,0,2652,556,605,826,269,119,172,105,1491,48113014701,48,113,014701
306,38,194,74,0,1974,571,365,598,189,54,124,73,1038,48113014702,48,113,014702
